"","qseqid","UniprotID","Accession","Gene","Hostcode","Specie","Phenotype","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","Genome"
"1267","NZ_NQJT01000017.1_9","D4I211","PHI:7420","Eamy__3204","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,111,0,0,1,111,1,111,2.28e-77,228,"GCF_002732425.1_ASM273242v1"
"1268","NZ_NQJT01000045.1_1","D4I2T4","PHI:9313","Meta","552","Erwinia_amylovora","reduced_virulence",100,309,0,0,1,309,1,309,7.51e-237,641,"GCF_002732425.1_ASM273242v1"
"1269","NZ_NQJT01000045.1_4","D4I2T0","PHI:9310","Pgi","552","Erwinia_amylovora","reduced_virulence",100,547,0,0,1,547,1,547,0,1095,"GCF_002732425.1_ASM273242v1"
"1270","NZ_NQJT01000045.1_60","P32705","PHI:9229","Actp","562","Escherichia_coli","reduced_virulence__unaffected_pathogenicity",83.8,549,88,1,4,552,2,549,0,880,"GCF_002732425.1_ASM273242v1"
"1271","NZ_NQJT01000045.1_62","P27550","PHI:9227","Acs","562","Escherichia_coli","reduced_virulence__unaffected_pathogenicity",84.9,651,98,0,1,651,1,651,0,1152,"GCF_002732425.1_ASM273242v1"
"1272","NZ_NQJT01000045.1_63","P21345","PHI:124242","Gltp","562","Escherichia_coli","reduced_virulence",81.6,429,79,0,1,429,1,429,9.87e-239,657,"GCF_002732425.1_ASM273242v1"
"1273","NZ_NQJT01000045.1_64","A0A0F6B6Z8","PHI:6984","Mcpc","28901","Salmonella_enterica","reduced_virulence",83.3,48,8,0,362,409,360,407,4.71e-14,73.2,"GCF_002732425.1_ASM273242v1"
"1274","NZ_NQJT01000045.1_97","D4I235","PHI:7080__PHI:7444","Tssb-2__Eamy__3228","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,165,0,0,1,165,1,165,3.77e-111,311,"GCF_002732425.1_ASM273242v1"
"1275","NZ_NQJT01000045.1_98","D4I234","PHI:7081__PHI:7443","Tssc-2__Eamy__3227","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,513,0,0,1,513,3,515,0,1021,"GCF_002732425.1_ASM273242v1"
"1276","NZ_NQJT01000045.1_99","D4I233","PHI:7088__PHI:7442","Tssk-2__Eamy__3226","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,449,0,0,1,449,1,449,0,895,"GCF_002732425.1_ASM273242v1"
"1277","NZ_NQJT01000045.1_100","D4I232","PHI:7089__PHI:7441","Tssl-3__Eamy__3225","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,225,0,0,1,225,1,225,5.72e-165,452,"GCF_002732425.1_ASM273242v1"
"1278","NZ_NQJT01000045.1_101","D4I231","PHI:7440","Eamy__3224","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,551,0,0,1,551,1,551,0,1097,"GCF_002732425.1_ASM273242v1"
"1279","NZ_NQJT01000045.1_102","D4I230","PHI:7108__PHI:7439","Hcp-2__Eamy__3223","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,163,0,0,1,163,1,163,6.85e-122,338,"GCF_002732425.1_ASM273242v1"
"1280","NZ_NQJT01000045.1_103","D4I229","PHI:7094__PHI:7438","Clpv-2__Eamy__3222","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",99.9,886,1,0,1,886,1,886,0,1705,"GCF_002732425.1_ASM273242v1"
"1281","NZ_NQJT01000045.1_104","D4I228","PHI:7437","Eamy__3221","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,69,0,0,1,69,1,69,1.44e-45,138,"GCF_002732425.1_ASM273242v1"
"1282","NZ_NQJT01000045.1_105","D4I227","PHI:7093__PHI:7436","Vgrg-2__Eamy__3220","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",99.9,785,1,0,1,785,1,785,0,1518,"GCF_002732425.1_ASM273242v1"
"1283","NZ_NQJT01000045.1_106","D4I226","PHI:7435","Eamy__3219","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",99.4,176,1,0,1,176,4,179,4.49e-134,370,"GCF_002732425.1_ASM273242v1"
"1284","NZ_NQJT01000045.1_107","D4I225","PHI:7434","Eamy__3218","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,89,0,0,1,89,1,89,2.58e-66,192,"GCF_002732425.1_ASM273242v1"
"1285","NZ_NQJT01000045.1_108","D4I224","PHI:7433","Eamy__3217","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,402,0,0,14,415,1,402,6.25e-300,809,"GCF_002732425.1_ASM273242v1"
"1286","NZ_NQJT01000045.1_109","D4I223","PHI:7091__PHI:7432","Tssm-3__Eamy__3216","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",99.9,1123,1,0,1,1123,1,1123,0,2216,"GCF_002732425.1_ASM273242v1"
"1287","NZ_NQJT01000045.1_110","D4I222","PHI:7078__PHI:7431","Tssa-2__Eamy__3215","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,535,0,0,1,535,1,535,0,1073,"GCF_002732425.1_ASM273242v1"
"1288","NZ_NQJT01000045.1_111","D4I221","PHI:7083__PHI:7430","Tssf-2__Eamy__3214","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,589,0,0,1,589,1,589,0,1208,"GCF_002732425.1_ASM273242v1"
"1289","NZ_NQJT01000045.1_112","D4I220","PHI:7085__PHI:7429","Tssg-2__Eamy__3213","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,360,0,0,1,360,1,360,1.17e-268,726,"GCF_002732425.1_ASM273242v1"
"1290","NZ_NQJT01000045.1_113","D4I219","PHI:7086__PHI:7428","Tssj-2__Eamy__3212","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,165,0,0,1,165,1,165,1.74e-118,330,"GCF_002732425.1_ASM273242v1"
"1291","NZ_NQJT01000045.1_114","D4I218","PHI:7110__PHI:7427","Vgrg-4__Eamy__3211","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",99.8,533,1,0,1,533,1,533,0,1092,"GCF_002732425.1_ASM273242v1"
"1292","NZ_NQJV01000045.1_1","D4I218","PHI:7110__PHI:7427","Vgrg-4__Eamy__3211","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",99.1,109,1,0,1,109,662,770,1.09e-67,215,"GCF_002732435.1_ASM273243v1"
"1293","NZ_NQJV01000045.1_2","D4I217","PHI:7426","Eamy__3210","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,184,0,0,1,184,1,184,3.54e-132,366,"GCF_002732435.1_ASM273243v1"
"1294","NZ_NQJV01000045.1_3","D4I216","PHI:7425","Eamy__3209","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",94.6,257,7,2,1,257,1,250,1.48e-177,495,"GCF_002732435.1_ASM273243v1"
"1295","NZ_NQJV01000045.1_5","D4I215","PHI:7424","Eamy__3208","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",99.6,247,1,0,1,247,1,247,1.06e-180,494,"GCF_002732435.1_ASM273243v1"
"1296","NZ_NQJV01000045.1_6","D4I214","PHI:7423","Eamy__3207","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,119,0,0,1,119,23,141,4.11e-84,240,"GCF_002732435.1_ASM273243v1"
"1297","NZ_NQJV01000045.1_7","D4I213","PHI:7422","Eamy__3206","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,194,0,0,1,194,1,194,1.18e-144,399,"GCF_002732435.1_ASM273243v1"
"1298","NZ_NQJV01000045.1_9","D4I211","PHI:7420","Eamy__3204","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,111,0,0,1,111,1,111,2.28e-77,228,"GCF_002732435.1_ASM273243v1"
"1299","NZ_NQJV01000115.1_4","D4I0N9","PHI:7092","Vgrg-1","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)",99.7,363,1,0,1,363,282,644,3.46e-268,736,"GCF_002732435.1_ASM273243v1"
"1300","NZ_NQJU01000072.1_1","D4I218","PHI:7110__PHI:7427","Vgrg-4__Eamy__3211","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",99.1,109,1,0,1,109,662,770,1.09e-67,215,"GCF_002732445.1_ASM273244v1"
"1301","NZ_NQJU01000072.1_2","D4I217","PHI:7426","Eamy__3210","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,184,0,0,1,184,1,184,3.54e-132,366,"GCF_002732445.1_ASM273244v1"
"1302","NZ_NQJU01000072.1_3","D4I216","PHI:7425","Eamy__3209","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",94.6,257,7,2,1,257,1,250,1.48e-177,495,"GCF_002732445.1_ASM273244v1"
"1303","NZ_NQJU01000072.1_5","D4I215","PHI:7424","Eamy__3208","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",99.6,247,1,0,1,247,1,247,1.06e-180,494,"GCF_002732445.1_ASM273244v1"
"1304","NZ_NQJU01000072.1_6","D4I219","PHI:7086__PHI:7428","Tssj-2__Eamy__3212","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,110,0,0,1,110,56,165,2.5e-76,221,"GCF_002732445.1_ASM273244v1"
"1305","NZ_NQJU01000072.1_7","D4I213","PHI:7422","Eamy__3206","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,194,0,0,1,194,1,194,1.18e-144,399,"GCF_002732445.1_ASM273244v1"
"1306","NZ_NQJU01000072.1_9","D4I211","PHI:7420","Eamy__3204","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,111,0,0,1,111,1,111,2.28e-77,228,"GCF_002732445.1_ASM273244v1"
"1307","NZ_NQJU01000016.1_1","D4I0Q9","PHI:7099__PHI:7408","Tssc-1__Eamy__3020","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,40,0,0,1,40,460,499,5.68e-22,84.3,"GCF_002732445.1_ASM273244v1"
"1308","NZ_NQJU01000016.1_2","D4I0Q8","PHI:7107__PHI:7407","Hcp-1__Eamy__3019","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,160,0,0,1,160,1,160,9.77e-116,323,"GCF_002732445.1_ASM273244v1"
"1309","NZ_NQJU01000016.1_3","D4I0Q7","PHI:7406","Eamy__3018","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,159,0,0,1,159,1,159,8.72e-123,340,"GCF_002732445.1_ASM273244v1"
"1310","NZ_NQJU01000016.1_4","D4I0Q6","PHI:7405","Eamy__3017","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",99.2,122,1,0,1,122,1,122,1.01e-83,239,"GCF_002732445.1_ASM273244v1"
"1311","NZ_NQJU01000016.1_5","D4I0Q4","PHI:7403","Eamy__3015","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,135,0,0,1,135,1,135,8.56e-98,275,"GCF_002732445.1_ASM273244v1"
"1312","NZ_NQJU01000016.1_6","D4I0Q3","PHI:7402","Eamy__3014","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,60,0,0,1,60,1,60,2.56e-35,114,"GCF_002732445.1_ASM273244v1"
"1313","NZ_NQJX01000053.1_1","D4I218","PHI:7110__PHI:7427","Vgrg-4__Eamy__3211","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",99.1,109,1,0,1,109,662,770,1.09e-67,215,"GCF_002732485.1_ASM273248v1"
"1314","NZ_NQJX01000053.1_2","D4I217","PHI:7426","Eamy__3210","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,184,0,0,1,184,1,184,3.54e-132,366,"GCF_002732485.1_ASM273248v1"
"1315","NZ_NQJX01000053.1_3","D4I216","PHI:7425","Eamy__3209","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",94.6,257,7,2,1,257,1,250,1.48e-177,495,"GCF_002732485.1_ASM273248v1"
"1316","NZ_NQJX01000053.1_5","D4I215","PHI:7424","Eamy__3208","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",99.6,247,1,0,1,247,1,247,1.06e-180,494,"GCF_002732485.1_ASM273248v1"
"1317","NZ_NQJX01000053.1_6","D4I214","PHI:7423","Eamy__3207","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,119,0,0,1,119,23,141,4.11e-84,240,"GCF_002732485.1_ASM273248v1"
"1318","NZ_NQJX01000053.1_7","D4I213","PHI:7422","Eamy__3206","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,194,0,0,1,194,1,194,1.18e-144,399,"GCF_002732485.1_ASM273248v1"
"1319","NZ_NQJX01000053.1_9","D4I211","PHI:7420","Eamy__3204","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,111,0,0,1,111,1,111,2.28e-77,228,"GCF_002732485.1_ASM273248v1"
"1320","NZ_NQJX01000050.1_4","D4I0N9","PHI:7092","Vgrg-1","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)",99.7,363,1,0,1,363,282,644,3.46e-268,736,"GCF_002732485.1_ASM273248v1"
"1321","NZ_NQJZ01000019.1_1","D4I218","PHI:7110__PHI:7427","Vgrg-4__Eamy__3211","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,109,0,0,1,109,662,770,2.91e-68,216,"GCF_002732505.1_ASM273250v1"
"1322","NZ_NQJZ01000019.1_2","D4I217","PHI:7426","Eamy__3210","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,184,0,0,1,184,1,184,3.54e-132,366,"GCF_002732505.1_ASM273250v1"
"1323","NZ_NQJZ01000019.1_3","D4I216","PHI:7425","Eamy__3209","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",99.6,238,1,0,1,238,1,238,1.97e-179,491,"GCF_002732505.1_ASM273250v1"
"1324","NZ_NQJZ01000019.1_6","D4I215","PHI:7424","Eamy__3208","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,247,0,0,1,247,1,247,1.84e-181,496,"GCF_002732505.1_ASM273250v1"
"1325","NZ_NQJZ01000019.1_7","D4I219","PHI:7086__PHI:7428","Tssj-2__Eamy__3212","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,110,0,0,1,110,56,165,2.5e-76,221,"GCF_002732505.1_ASM273250v1"
"1326","NZ_NQJZ01000019.1_8","D4I213","PHI:7422","Eamy__3206","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,194,0,0,1,194,1,194,1.18e-144,399,"GCF_002732505.1_ASM273250v1"
"1327","NZ_NQJZ01000019.1_10","D4I211","PHI:7420","Eamy__3204","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,111,0,0,1,111,1,111,2.28e-77,228,"GCF_002732505.1_ASM273250v1"
"1328","NZ_NQJZ01000004.1_37","P32705","PHI:9229","Actp","562","Escherichia_coli","reduced_virulence__unaffected_pathogenicity",84,549,87,1,4,552,2,549,0,882,"GCF_002732505.1_ASM273250v1"
"1329","NZ_NQJZ01000004.1_39","P27550","PHI:9227","Acs","562","Escherichia_coli","reduced_virulence__unaffected_pathogenicity",84.9,651,98,0,1,651,1,651,0,1152,"GCF_002732505.1_ASM273250v1"
"1330","NZ_NQJZ01000004.1_40","P21345","PHI:124242","Gltp","562","Escherichia_coli","reduced_virulence",81.6,429,79,0,1,429,1,429,9.87e-239,657,"GCF_002732505.1_ASM273250v1"
"1331","NZ_NQJZ01000004.1_41","A0A0F6B6Z8","PHI:6984","Mcpc","28901","Salmonella_enterica","reduced_virulence",83.3,48,8,0,362,409,360,407,4.71e-14,73.2,"GCF_002732505.1_ASM273250v1"
"1332","NZ_NQJZ01000004.1_74","D4I235","PHI:7080__PHI:7444","Tssb-2__Eamy__3228","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,165,0,0,1,165,1,165,3.77e-111,311,"GCF_002732505.1_ASM273250v1"
"1333","NZ_NQJZ01000004.1_75","D4I234","PHI:7081__PHI:7443","Tssc-2__Eamy__3227","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",99.8,513,1,0,1,513,3,515,0,1017,"GCF_002732505.1_ASM273250v1"
"1334","NZ_NQJZ01000004.1_76","D4I233","PHI:7088__PHI:7442","Tssk-2__Eamy__3226","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,449,0,0,1,449,1,449,0,895,"GCF_002732505.1_ASM273250v1"
"1335","NZ_NQJZ01000004.1_77","D4I232","PHI:7089__PHI:7441","Tssl-3__Eamy__3225","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,225,0,0,1,225,1,225,5.72e-165,452,"GCF_002732505.1_ASM273250v1"
"1336","NZ_NQJZ01000004.1_78","D4I231","PHI:7440","Eamy__3224","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,551,0,0,1,551,1,551,0,1097,"GCF_002732505.1_ASM273250v1"
"1337","NZ_NQJZ01000004.1_79","D4I230","PHI:7108__PHI:7439","Hcp-2__Eamy__3223","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,163,0,0,1,163,1,163,6.85e-122,338,"GCF_002732505.1_ASM273250v1"
"1338","NZ_NQJZ01000004.1_80","D4I229","PHI:7094__PHI:7438","Clpv-2__Eamy__3222","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,886,0,0,1,886,1,886,0,1707,"GCF_002732505.1_ASM273250v1"
"1339","NZ_NQJZ01000004.1_81","D4I228","PHI:7437","Eamy__3221","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,69,0,0,1,69,1,69,1.44e-45,138,"GCF_002732505.1_ASM273250v1"
"1340","NZ_NQJZ01000004.1_82","D4I227","PHI:7093__PHI:7436","Vgrg-2__Eamy__3220","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,785,0,0,1,785,1,785,0,1519,"GCF_002732505.1_ASM273250v1"
"1341","NZ_NQJZ01000004.1_83","D4I226","PHI:7435","Eamy__3219","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,176,0,0,1,176,4,179,5.46e-135,373,"GCF_002732505.1_ASM273250v1"
"1342","NZ_NQJZ01000004.1_84","D4I225","PHI:7434","Eamy__3218","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,89,0,0,1,89,1,89,2.58e-66,192,"GCF_002732505.1_ASM273250v1"
"1343","NZ_NQJZ01000004.1_85","D4I224","PHI:7433","Eamy__3217","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,402,0,0,14,415,1,402,6.25e-300,809,"GCF_002732505.1_ASM273250v1"
"1344","NZ_NQJZ01000004.1_86","D4I223","PHI:7091__PHI:7432","Tssm-3__Eamy__3216","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,1123,0,0,1,1123,1,1123,0,2219,"GCF_002732505.1_ASM273250v1"
"1345","NZ_NQJZ01000004.1_87","D4I222","PHI:7078__PHI:7431","Tssa-2__Eamy__3215","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,535,0,0,1,535,1,535,0,1073,"GCF_002732505.1_ASM273250v1"
"1346","NZ_NQJZ01000004.1_88","D4I221","PHI:7083__PHI:7430","Tssf-2__Eamy__3214","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,589,0,0,1,589,1,589,0,1208,"GCF_002732505.1_ASM273250v1"
"1347","NZ_NQJZ01000004.1_89","D4I220","PHI:7085__PHI:7429","Tssg-2__Eamy__3213","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,360,0,0,1,360,1,360,1.17e-268,726,"GCF_002732505.1_ASM273250v1"
"1348","NZ_NQJZ01000004.1_90","D4I219","PHI:7086__PHI:7428","Tssj-2__Eamy__3212","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,165,0,0,1,165,1,165,1.74e-118,330,"GCF_002732505.1_ASM273250v1"
"1349","NZ_NQJZ01000004.1_91","D4I218","PHI:7110__PHI:7427","Vgrg-4__Eamy__3211","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,533,0,0,1,533,1,533,0,1094,"GCF_002732505.1_ASM273250v1"
"1350","NZ_JRZZ01000001.1_151","D4I2L5","PHI:7253__PHI:125537","Kata","552","Erwinia_amylovora","reduced_virulence",87.5,488,61,0,1,488,1,488,0,905,"GCF_002865965.1_ASM286596v1"
