"","contig_id","contig_length","provirus","proviral_length","gene_count","viral_genes","host_genes","checkv_quality","miuvig_quality","completeness","completeness_method","contamination","kmer_freq","warnings","Genome","contig_fasta","Genomefasta"
"551","NZ_LJAM02000009.1",22546,"No",NA,30,23,0,"Medium-quality","Genome-fragment",68.61,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000009.1","CheckV/GCF_003058285.1"
"552","NZ_LJAM02000619.1",999,"No",NA,3,1,0,"Low-quality","Genome-fragment",2.33,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000619.1","CheckV/GCF_003058285.1"
"553","NZ_LJAM02000069.1",8040,"No",NA,7,0,6,"Low-quality","Genome-fragment",3.98,"AAI-based","(medium-confidence)",0,"1.01","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000069.1","CheckV/GCF_003058285.1"
"554","NZ_LJAM02000653.1",892,"No",NA,2,2,0,"Low-quality","Genome-fragment",2.73,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000653.1","CheckV/GCF_003058285.1"
"555","NZ_LJAM02000672.1",875,"No",NA,2,2,0,"Low-quality","Genome-fragment",1.94,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000672.1","CheckV/GCF_003058285.1"
"556","NZ_LJAM02000680.1",862,"No",NA,2,2,0,"Low-quality","Genome-fragment",2.24,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000680.1","CheckV/GCF_003058285.1"
"557","NZ_LJAM02000682.1",862,"No",NA,3,2,0,"Low-quality","Genome-fragment",2.24,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000682.1","CheckV/GCF_003058285.1"
"558","NZ_LJAM02000691.1",851,"No",NA,2,1,0,"Low-quality","Genome-fragment",1.77,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000691.1","CheckV/GCF_003058285.1"
"559","NZ_LJAM02000696.1",839,"No",NA,2,2,0,"Low-quality","Genome-fragment",2,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000696.1","CheckV/GCF_003058285.1"
"560","NZ_LJAM02000768.1",678,"No",NA,2,1,0,"Low-quality","Genome-fragment",0.78,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000768.1","CheckV/GCF_003058285.1"
"561","NZ_LJAM02000777.1",641,"No",NA,2,1,0,"Low-quality","Genome-fragment",0.82,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000777.1","CheckV/GCF_003058285.1"
"562","NZ_LJAM02000082.1",7428,"No",NA,13,5,1,"Low-quality","Genome-fragment",19.24,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000082.1","CheckV/GCF_003058285.1"
"563","NZ_LJAM02000789.1",613,"No",NA,2,1,0,"Low-quality","Genome-fragment",1.31,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000789.1","CheckV/GCF_003058285.1"
"564","NZ_LJAM02000011.1",21805,"No",NA,25,18,0,"Medium-quality","Genome-fragment",72.35,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000011.1","CheckV/GCF_003058285.1"
"565","NZ_LJAM02000812.1",564,"No",NA,2,2,0,"Low-quality","Genome-fragment",0.72,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000812.1","CheckV/GCF_003058285.1"
"566","NZ_LJAM02000086.1",7222,"No",NA,9,5,0,"Low-quality","Genome-fragment",19.3,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000086.1","CheckV/GCF_003058285.1"
"567","NZ_LJAM02000824.1",549,"No",NA,2,1,0,"Low-quality","Genome-fragment",0.81,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000824.1","CheckV/GCF_003058285.1"
"568","NZ_LJAM02000836.1",529,"No",NA,1,1,0,"Low-quality","Genome-fragment",5.97,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000836.1","CheckV/GCF_003058285.1"
"569","NZ_LJAM02000841.1",523,"No",NA,2,1,0,"Low-quality","Genome-fragment",0.77,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000841.1","CheckV/GCF_003058285.1"
"570","NZ_LJAM02000843.1",522,"No",NA,2,1,0,"Low-quality","Genome-fragment",1.48,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000843.1","CheckV/GCF_003058285.1"
"571","NZ_LJAM02000844.1",521,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.34,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000844.1","CheckV/GCF_003058285.1"
"572","NZ_LJAM02000847.1",521,"No",NA,2,1,0,"Low-quality","Genome-fragment",1.47,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000847.1","CheckV/GCF_003058285.1"
"573","NZ_LJAM02000853.1",514,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.33,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000853.1","CheckV/GCF_003058285.1"
"574","NZ_LJAM02000876.1",485,"No",NA,2,1,0,"Low-quality","Genome-fragment",1.37,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000876.1","CheckV/GCF_003058285.1"
"575","NZ_LJAM02000886.1",469,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.69,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000886.1","CheckV/GCF_003058285.1"
"576","NZ_LJAM02000892.1",465,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000892.1","CheckV/GCF_003058285.1"
"577","NZ_LJAM02000899.1",460,"No",NA,1,1,0,"Low-quality","Genome-fragment",1.14,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000899.1","CheckV/GCF_003058285.1"
"578","NZ_LJAM02000925.1",435,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.4,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000925.1","CheckV/GCF_003058285.1"
"579","NZ_LJAM02000972.1",384,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.25,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000972.1","CheckV/GCF_003058285.1"
"580","NZ_LJAM02000976.1",377,"No",NA,1,1,0,"Low-quality","Genome-fragment",1.07,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000976.1","CheckV/GCF_003058285.1"
"581","NZ_LJAM02000013.1",18412,"No",NA,18,13,0,"Low-quality","Genome-fragment",45.29,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000013.1","CheckV/GCF_003058285.1"
"582","NZ_LJAM02000008.1|provirus_2718_23134",20417,"No",NA,28,17,0,"Medium-quality","Genome-fragment",64.67,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_003058285.1_ASM305828v2","NZ_LJAM02000008.1","CheckV/GCF_003058285.1"
"583","NZ_CP022725.1|provirus_546851_594290",47440,"No",NA,80,46,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003485445.1_ASM348544v1","NZ_CP022725.1","CheckV/GCF_003485445.1"
"584","NZ_CP022725.1|provirus_1446987_1461675",14689,"No",NA,18,6,0,"Low-quality","Genome-fragment",45.33,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003485445.1_ASM348544v1","NZ_CP022725.1","CheckV/GCF_003485445.1"
"585","NZ_CP022725.1|provirus_2563098_2592709",29612,"No",NA,35,12,1,"Medium-quality","Genome-fragment",88.35,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_003485445.1_ASM348544v1","NZ_CP022725.1","CheckV/GCF_003485445.1"
"586","NZ_CP022725.1|provirus_3306924_3321612",14689,"No",NA,21,16,1,"Low-quality","Genome-fragment",43.78,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003485445.1_ASM348544v1","NZ_CP022725.1","CheckV/GCF_003485445.1"
"587","NZ_CP013970.1|provirus_3_20428",20426,"No",NA,26,21,0,"Medium-quality","Genome-fragment",55.29,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"588","NZ_CP013970.1|provirus_306450_338080",31631,"No",NA,43,27,0,"Medium-quality","Genome-fragment",70.73,"AAI-based","(medium-confidence)",0,"1.05","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"589","NZ_CP013970.1|provirus_393212_418398",25187,"No",NA,44,14,5,"Low-quality","Genome-fragment",43.66,"HMM-based","(lower-bound)",0,"1.05","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"590","NZ_CP013970.1|provirus_579596_610545",30950,"No",NA,37,19,0,"High-quality","High-quality",99.92,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"591","NZ_CP013970.1|provirus_667796_693585",25790,"No",NA,41,23,0,"Medium-quality","Genome-fragment",56.95,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"592","NZ_CP013970.1|provirus_777107_851320",74214,"Yes",70733,110,40,4,"High-quality","High-quality",100,"AAI-based","(high-confidence)",4.69,"1.03","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"593","NZ_CP013970.1|provirus_1294282_1314244",19963,"Yes",16218,35,14,2,"Low-quality","Genome-fragment",45.05,"AAI-based","(medium-confidence)",18.76,"1","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"594","NZ_CP013970.1|provirus_1517249_1572365",55117,"No",NA,85,53,2,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"595","NZ_CP013970.1|provirus_2147203_2274983",127781,"Yes",82347,172,74,16,"High-quality","High-quality",100,"AAI-based","(high-confidence)",35.56,"1.07","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"596","NZ_CP013970.1|provirus_2487217_2516476",29260,"No",NA,42,25,0,"Medium-quality","Genome-fragment",80.25,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"597","NZ_CP013970.1|provirus_2778199_2798869",20671,"No",NA,25,3,0,"Low-quality","Genome-fragment",22.58,"HMM-based","(lower-bound)",0,"1.02","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"598","NZ_CP013970.1|provirus_2862172_2905263",43092,"No",NA,55,36,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"599","NZ_CP013970.1|provirus_3256673_3298947",42275,"No",NA,60,28,4,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"600","NZ_CP013970.1|provirus_3619851_3684739",64889,"Yes",31725,75,32,13,"Medium-quality","Genome-fragment",82.46,"AAI-based","(high-confidence)",51.11,"1.01","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"601","NZ_CP013970.1|provirus_3870154_3885134",14981,"No",NA,17,7,1,"Low-quality","Genome-fragment",30.65,"AAI-based","(medium-confidence)",0,"1.04","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"602","NZ_CP013970.1|provirus_4865249_4891572",26324,"No",NA,41,23,0,"Medium-quality","Genome-fragment",71.99,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_003568535.1_Cucumis_polished_assembly.fasta","NZ_CP013970.1","CheckV/GCF_003568535.1"
"603","NZ_RJVB01000001.1|provirus_458877_479336",20460,"No",NA,31,9,1,"Low-quality","Genome-fragment",43.27,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003751505.1_ASM375150v1","NZ_RJVB01000001.1","CheckV/GCF_003751505.1"
"604","NZ_RHHM01000013.1|provirus_83657_115930",32274,"No",NA,44,27,1,"High-quality","High-quality",91.59,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003846135.1_ASM384613v1","NZ_RHHM01000013.1","CheckV/GCF_003846135.1"
"605","NZ_RHHM01000016.1|provirus_726_52626",51901,"No",NA,66,39,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003846135.1_ASM384613v1","NZ_RHHM01000016.1","CheckV/GCF_003846135.1"
"606","NZ_RHHM01000003.1|provirus_64478_96025",31548,"No",NA,38,20,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003846135.1_ASM384613v1","NZ_RHHM01000003.1","CheckV/GCF_003846135.1"
"607","NZ_RHUM01000013.1|provirus_95841_136112",40272,"No",NA,39,8,6,"High-quality","High-quality",100,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_003937915.1_ASM393791v1","NZ_RHUM01000013.1","CheckV/GCF_003937915.1"
"608","NZ_RHUM01000002.1|provirus_391638_428710",37073,"No",NA,48,30,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_003937915.1_ASM393791v1","NZ_RHUM01000002.1","CheckV/GCF_003937915.1"
"609","NZ_RHUM01000008.1|provirus_118071_134127",16057,"No",NA,22,17,0,"Low-quality","Genome-fragment",38.14,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_003937915.1_ASM393791v1","NZ_RHUM01000008.1","CheckV/GCF_003937915.1"
"610","NZ_MCFB01000002.1|provirus_385_11847",11463,"No",NA,14,5,1,"Low-quality","Genome-fragment",20.32,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_003992295.1_ASM399229v1","NZ_MCFB01000002.1","CheckV/GCF_003992295.1"
"611","NZ_RQKG01000007.1|provirus_160151_175961",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_004023365.1_ASM402336v1","NZ_RQKG01000007.1","CheckV/GCF_004023365.1"
"612","NZ_SOAQ01000001.1|provirus_388543_430890",42348,"No",NA,64,27,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_004364855.1_ASM436485v1","NZ_SOAQ01000001.1","CheckV/GCF_004364855.1"
"613","NZ_SOAQ01000002.1|provirus_349811_366619",16809,"No",NA,23,19,1,"Medium-quality","Genome-fragment",50.77,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_004364855.1_ASM436485v1","NZ_SOAQ01000002.1","CheckV/GCF_004364855.1"
"614","NZ_SOAQ01000006.1|provirus_2_12483",12482,"No",NA,22,8,0,"Low-quality","Genome-fragment",22.52,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_004364855.1_ASM436485v1","NZ_SOAQ01000006.1","CheckV/GCF_004364855.1"
"615","NZ_SOAQ01000011.1|provirus_54693_86914",32222,"No",NA,44,26,0,"High-quality","High-quality",94.97,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_004364855.1_ASM436485v1","NZ_SOAQ01000011.1","CheckV/GCF_004364855.1"
"616","NZ_CP037950.1|provirus_1280588_1293916",13329,"No",NA,18,1,2,"Low-quality","Genome-fragment",35.34,"HMM-based","(lower-bound)",0,"1","CheckV/GCF_004551645.1_ASM455164v1","NZ_CP037950.1","CheckV/GCF_004551645.1"
"617","NZ_CP037950.1|provirus_4808477_4903036",94560,"No",NA,153,74,2,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_004551645.1_ASM455164v1","NZ_CP037950.1","CheckV/GCF_004551645.1"
"618","NZ_QGAC01000051.1",7264,"No",NA,7,0,2,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_005233475.1_ASM523347v1","NZ_QGAC01000051.1","CheckV/GCF_005233475.1"
"619","NZ_QGAC01000035.1",28326,"No",NA,21,5,1,"Low-quality","Genome-fragment",33.49,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_005233475.1_ASM523347v1","NZ_QGAC01000035.1","CheckV/GCF_005233475.1"
"620","NZ_QGAC01000001.1|provirus_1_42251",42251,"No",NA,61,43,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_005233475.1_ASM523347v1","NZ_QGAC01000001.1","CheckV/GCF_005233475.1"
"621","NZ_QGAC01000002.1|provirus_168036_188803",20768,"No",NA,27,4,0,"Low-quality","Genome-fragment",44.24,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_005233475.1_ASM523347v1","NZ_QGAC01000002.1","CheckV/GCF_005233475.1"
"622","NZ_QGAC01000004.1|provirus_18718_27932",9215,"No",NA,13,6,1,"Low-quality","Genome-fragment",4.99,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_005233475.1_ASM523347v1","NZ_QGAC01000004.1","CheckV/GCF_005233475.1"
"623","NZ_QGAC01000008.1|provirus_75559_90248",14690,"No",NA,20,16,1,"Low-quality","Genome-fragment",43.78,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_005233475.1_ASM523347v1","NZ_QGAC01000008.1","CheckV/GCF_005233475.1"
"624","NZ_CP034366.1",96304,"No",NA,118,18,5,"High-quality","High-quality",96.13,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_007981265.1_ASM798126v1","NZ_CP034366.1","CheckV/GCF_007981265.1"
"625","NZ_CP034363.1|provirus_1249146_1312720",63575,"No",NA,104,54,2,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_007981265.1_ASM798126v1","NZ_CP034363.1","CheckV/GCF_007981265.1"
"626","NZ_CP034363.1|provirus_2692113_2724898",32786,"No",NA,39,25,0,"High-quality","High-quality",99.61,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_007981265.1_ASM798126v1","NZ_CP034363.1","CheckV/GCF_007981265.1"
"627","NZ_CP034363.1|provirus_2846826_2887372",40547,"No",NA,60,32,1,"High-quality","High-quality",98.47,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_007981265.1_ASM798126v1","NZ_CP034363.1","CheckV/GCF_007981265.1"
"628","NZ_CP034363.1|provirus_3691104_3705667",14564,"No",NA,19,13,0,"Low-quality","Genome-fragment",34.52,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_007981265.1_ASM798126v1","NZ_CP034363.1","CheckV/GCF_007981265.1"
"629","NZ_CP031695.1|provirus_2152856_2195642",42787,"No",NA,63,39,2,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_008728215.1_ASM872821v1","NZ_CP031695.1","CheckV/GCF_008728215.1"
"630","NZ_CP031695.1|provirus_3576470_3609361",32892,"No",NA,41,31,0,"High-quality","High-quality",98.1,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_008728215.1_ASM872821v1","NZ_CP031695.1","CheckV/GCF_008728215.1"
"631","NZ_RQVV01000025.1",8604,"Yes",6684,10,1,1,"Low-quality","Genome-fragment",21.62,"AAI-based","(medium-confidence)",22.32,"1","CheckV/GCF_009295515.1_ASM929551v1","NZ_RQVV01000025.1","CheckV/GCF_009295515.1"
"632","NZ_RQVV01000044.1",3173,"No",NA,6,1,0,"Low-quality","Genome-fragment",1.43,"HMM-based","(lower-bound)",0,"1.05","CheckV/GCF_009295515.1_ASM929551v1","NZ_RQVV01000044.1","CheckV/GCF_009295515.1"
"633","NZ_RQVV01000012.1|provirus_508_52999",52492,"Yes",49744,80,49,2,"High-quality","High-quality",100,"AAI-based","(high-confidence)",5.24,"1","CheckV/GCF_009295515.1_ASM929551v1","NZ_RQVV01000012.1","CheckV/GCF_009295515.1"
"634","NZ_RQVV01000024.1|provirus_151256_178604",27349,"No",NA,40,21,1,"Medium-quality","Genome-fragment",58.12,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_009295515.1_ASM929551v1","NZ_RQVV01000024.1","CheckV/GCF_009295515.1"
"635","NZ_RQVV01000053.1|provirus_730_20320",19591,"No",NA,27,20,1,"Low-quality","Genome-fragment",45.24,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_009295515.1_ASM929551v1","NZ_RQVV01000053.1","CheckV/GCF_009295515.1"
"636","NZ_WLZX01000027.1",1603,"No",NA,1,0,1,"Not-determined","Genome-fragment",NA,NA,"0",1,"no","CheckV/GCF_009707715.1_ASM970771v1","NZ_WLZX01000027.1","CheckV/GCF_009707715.1"
"637","NZ_CP046509.1|provirus_1653382_1704526",51145,"No",NA,79,47,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_009738185.1_ASM973818v1","NZ_CP046509.1","CheckV/GCF_009738185.1"
"638","NZ_WHOY01000014.1",1352,"No",NA,3,3,0,"Low-quality","Genome-fragment",3.01,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000014.1","CheckV/GCF_009765445.1"
"639","NZ_WHOY01000021.1",409,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.94,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000021.1","CheckV/GCF_009765445.1"
"640","NZ_WHOY01000031.1|provirus_117948_143084",25137,"No",NA,36,22,0,"Medium-quality","Genome-fragment",59.51,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
"641","NZ_WHOY01000031.1|provirus_273595_298339",24745,"No",NA,38,20,0,"Medium-quality","Genome-fragment",68.84,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
"642","NZ_WHOY01000031.1|provirus_469078_480075",10998,"No",NA,14,8,1,"Low-quality","Genome-fragment",31.04,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
"643","NZ_WHOY01000031.1|provirus_956550_992856",36307,"No",NA,45,8,1,"Medium-quality","Genome-fragment",81,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
"644","NZ_WHOY01000031.1|provirus_2072995_2105515",32521,"Yes",27256,43,22,5,"Medium-quality","Genome-fragment",55.83,"AAI-based","(high-confidence)",16.19,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
"645","NZ_WHOY01000031.1|provirus_2673197_2684630",11434,"Yes",3902,21,4,3,"Low-quality","Genome-fragment",5.45,"HMM-based","(lower-bound)",65.87,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
"646","NZ_WHOY01000031.1|provirus_2974899_2996287",21389,"No",NA,24,20,0,"Low-quality","Genome-fragment",45.2,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
"647","NZ_WHOY01000031.1|provirus_3505490_3516729",11240,"Yes",7062,20,9,3,"Low-quality","Genome-fragment",16.16,"AAI-based","(medium-confidence)",37.17,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
"648","NZ_WHOY01000031.1|provirus_3616146_3628993",12848,"No",NA,22,6,1,"Low-quality","Genome-fragment",18.28,"HMM-based","(lower-bound)",0,"1.01","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
"649","NZ_WHOY01000031.1|provirus_4002710_4014911",12202,"Yes",8265,18,5,2,"Low-quality","Genome-fragment",11.9,"HMM-based","(lower-bound)",32.27,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
"650","NZ_WHOY01000031.1|provirus_4577908_4601624",23717,"No",NA,50,16,0,"Medium-quality","Genome-fragment",55.83,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
"651","NZ_WHOY01000031.1|provirus_4697433_4725476",28044,"No",NA,36,10,3,"Medium-quality","Genome-fragment",51.04,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_009765445.1_ASM976544v1","NZ_WHOY01000031.1","CheckV/GCF_009765445.1"
