"","sys_id","type","subtype","activity","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","Genome"
"766","NZ_JMEE01000036.1_Zorya_TypeI_8","Zorya","Zorya_TypeI","Defense","NZ_JMEE01000036.1_84","NZ_JMEE01000036.1_87","NZ_JMEE01000036.1_84,NZ_JMEE01000036.1_85,NZ_JMEE01000036.1_86,NZ_JMEE01000036.1_87",4,"Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB","GCF_004022165.1"
"767","NZ_JMEE01000036.1_RM_Type_IV_15","RM","RM_Type_IV","Defense","NZ_JMEE01000036.1_88","NZ_JMEE01000036.1_89","NZ_JMEE01000036.1_88,NZ_JMEE01000036.1_89",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_004022165.1"
"768","NZ_JMEE01000038.1_RM_Type_IV_16","RM","RM_Type_IV","Defense","NZ_JMEE01000038.1_119","NZ_JMEE01000038.1_119","NZ_JMEE01000038.1_119",1,"RM_Type_IV__FAM_0","GCF_004022165.1"
"769","NZ_JMEE01000045.1_DS-12B_3","DS-12B","DS-12B","Defense","NZ_JMEE01000045.1_2","NZ_JMEE01000045.1_2","NZ_JMEE01000045.1_2",1,"DS-12__DS-12B","GCF_004022165.1"
"770","NZ_JMEE01000045.1_DS-23_4","DS-23","DS-23","Defense","NZ_JMEE01000045.1_3","NZ_JMEE01000045.1_3","NZ_JMEE01000045.1_3",1,"DS-23__DS-23","GCF_004022165.1"
"771","NZ_JMEE01000047.1_PfiAT_12","PfiAT","PfiAT","Defense","NZ_JMEE01000047.1_75","NZ_JMEE01000047.1_76","NZ_JMEE01000047.1_75,NZ_JMEE01000047.1_76",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_004022165.1"
"772","NZ_JMEE01000047.1_CAS_Class1-Subtype-I-F_17","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_JMEE01000047.1_77","NZ_JMEE01000047.1_82","NZ_JMEE01000047.1_77,NZ_JMEE01000047.1_78,NZ_JMEE01000047.1_79,NZ_JMEE01000047.1_80,NZ_JMEE01000047.1_81,NZ_JMEE01000047.1_82",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_2,cas7f_I-F_2,cas8f_I-F_4","GCF_004022165.1"
"773","NZ_RQKG01000012.1_Retron_IV_1","Retron","Retron_IV","Defense","NZ_RQKG01000012.1_31","NZ_RQKG01000012.1_32","NZ_RQKG01000012.1_31,NZ_RQKG01000012.1_32",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_004023365.1"
"774","NZ_RQKG01000012.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_RQKG01000012.1_42","NZ_RQKG01000012.1_43","NZ_RQKG01000012.1_42,NZ_RQKG01000012.1_43",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_004023365.1"
"775","NZ_RQKG01000018.1_Mok_Hok_Sok_5","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_RQKG01000018.1_13","NZ_RQKG01000018.1_13","NZ_RQKG01000018.1_13",1,"Mok_Hok_Sok__Hok","GCF_004023365.1"
"776","NZ_RQKG01000002.1_Dnd_ABCDEFGH_3","Dnd","Dnd_ABCDEFGH","Defense","NZ_RQKG01000002.1_119","NZ_RQKG01000002.1_127","NZ_RQKG01000002.1_119,NZ_RQKG01000002.1_120,NZ_RQKG01000002.1_121,NZ_RQKG01000002.1_124,NZ_RQKG01000002.1_125,NZ_RQKG01000002.1_126,NZ_RQKG01000002.1_127",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_004023365.1"
"777","NZ_RQKG01000003.1_RM_Type_II_6","RM","RM_Type_II","Defense","NZ_RQKG01000003.1_95","NZ_RQKG01000003.1_96","NZ_RQKG01000003.1_95,NZ_RQKG01000003.1_96",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_004023365.1"
"778","NZ_RQKG01000004.1_RM_Type_III_7","RM","RM_Type_III","Defense","NZ_RQKG01000004.1_12","NZ_RQKG01000004.1_13","NZ_RQKG01000004.1_12,NZ_RQKG01000004.1_13",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_004023365.1"
"779","NZ_RQKG01000005.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_RQKG01000005.1_29","NZ_RQKG01000005.1_36","NZ_RQKG01000005.1_29,NZ_RQKG01000005.1_30,NZ_RQKG01000005.1_31,NZ_RQKG01000005.1_32,NZ_RQKG01000005.1_33,NZ_RQKG01000005.1_34,NZ_RQKG01000005.1_35,NZ_RQKG01000005.1_36",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_004023365.1"
"780","NZ_RQKG01000006.1_Prometheus_4","Prometheus","Prometheus","Defense","NZ_RQKG01000006.1_188","NZ_RQKG01000006.1_188","NZ_RQKG01000006.1_188",1,"Prometheus__ProA","GCF_004023365.1"
"781","NZ_RQKG01000006.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_RQKG01000006.1_189","NZ_RQKG01000006.1_189","NZ_RQKG01000006.1_189",1,"RM_Type_IV__Type_IV_03","GCF_004023365.1"
"782","NZ_SOAQ01000003.1_PD-Lambda-1_4","PD-Lambda-1","PD-Lambda-1","Defense","NZ_SOAQ01000003.1_193","NZ_SOAQ01000003.1_193","NZ_SOAQ01000003.1_193",1,"PD-Lambda-1__PD-Lambda-1","GCF_004364855.1"
"783","NZ_SOAQ01000003.1_Septu_5","Septu","Septu","Defense","NZ_SOAQ01000003.1_333","NZ_SOAQ01000003.1_334","NZ_SOAQ01000003.1_333,NZ_SOAQ01000003.1_334",2,"Septu__PtuA,Septu__PtuB_2","GCF_004364855.1"
"784","NZ_SOAQ01000003.1_Gabija_3","Gabija","Gabija","Defense","NZ_SOAQ01000003.1_400","NZ_SOAQ01000003.1_401","NZ_SOAQ01000003.1_400,NZ_SOAQ01000003.1_401",2,"Gabija__GajA,Gabija__GajB_1","GCF_004364855.1"
"785","NZ_SOAQ01000004.1_RM_Type_I_8","RM","RM_Type_I","Defense","NZ_SOAQ01000004.1_246","NZ_SOAQ01000004.1_250","NZ_SOAQ01000004.1_246,NZ_SOAQ01000004.1_248,NZ_SOAQ01000004.1_249,NZ_SOAQ01000004.1_250",4,"RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_04","GCF_004364855.1"
"786","NZ_SOAQ01000006.1_Sirona_6","Sirona","Sirona","Defense","NZ_SOAQ01000006.1_291","NZ_SOAQ01000006.1_291","NZ_SOAQ01000006.1_291",1,"Sirona__VCA0356","GCF_004364855.1"
"787","NZ_SOAQ01000014.1_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_SOAQ01000014.1_10","NZ_SOAQ01000014.1_10","NZ_SOAQ01000014.1_10",1,"Gao_Tmn__TmnA","GCF_004364855.1"
"788","NZ_SOAQ01000014.1_PfiAT_2","PfiAT","PfiAT","Defense","NZ_SOAQ01000014.1_77","NZ_SOAQ01000014.1_78","NZ_SOAQ01000014.1_77,NZ_SOAQ01000014.1_78",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_004364855.1"
"789","NZ_CP037950.1_GAPS2_4","GAPS2","GAPS2","Defense","NZ_CP037950.1_17","NZ_CP037950.1_17","NZ_CP037950.1_17",1,"GAPS2__GAPS2","GCF_004551645.1"
"790","NZ_CP037950.1_AbiE_1","AbiE","AbiE","Defense","NZ_CP037950.1_256","NZ_CP037950.1_257","NZ_CP037950.1_256,NZ_CP037950.1_257",2,"AbiEii__AbiEi_3,AbiEii__AbiEii","GCF_004551645.1"
"791","NZ_CP037950.1_RM_Type_II_11","RM","RM_Type_II","Defense","NZ_CP037950.1_637","NZ_CP037950.1_638","NZ_CP037950.1_637,NZ_CP037950.1_638",2,"RM_Type_II__Type_II_MTases_FAM_15,RM_Type_II__Type_II_REase16","GCF_004551645.1"
"792","NZ_CP037950.1_UG17_7","All_UG","UG17","Defense","NZ_CP037950.1_647","NZ_CP037950.1_648","NZ_CP037950.1_647,NZ_CP037950.1_648",2,"AbiA_small__SLATT,UG17__UG17","GCF_004551645.1"
"793","NZ_CP037950.1_SDIC3_6","SDIC3","SDIC3","Defense","NZ_CP037950.1_649","NZ_CP037950.1_653","NZ_CP037950.1_649,NZ_CP037950.1_650,NZ_CP037950.1_651,NZ_CP037950.1_653",4,"SDIC3__SDIC3B,SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F","GCF_004551645.1"
"794","NZ_CP037950.1_RM_Type_IV_12","RM","RM_Type_IV","Defense","NZ_CP037950.1_1121","NZ_CP037950.1_1121","NZ_CP037950.1_1121",1,"RM_Type_IV__Type_IV_03","GCF_004551645.1"
"795","NZ_CP037950.1_RM_Type_IV_13","RM","RM_Type_IV","Defense","NZ_CP037950.1_2851","NZ_CP037950.1_2851","NZ_CP037950.1_2851",1,"RM_Type_IV__Type_IV_05","GCF_004551645.1"
"796","NZ_CP037950.1_DS-12B_2","DS-12B","DS-12B","Defense","NZ_CP037950.1_3872","NZ_CP037950.1_3872","NZ_CP037950.1_3872",1,"DS-12__DS-12B","GCF_004551645.1"
"797","NZ_CP037950.1_DS-43_3","DS-43","DS-43","Defense","NZ_CP037950.1_3946","NZ_CP037950.1_3946","NZ_CP037950.1_3946",1,"DS-43__DS-43","GCF_004551645.1"
"798","NZ_CP037950.1_MazEF_5","MazEF","MazEF","Defense","NZ_CP037950.1_4062","NZ_CP037950.1_4063","NZ_CP037950.1_4062,NZ_CP037950.1_4063",2,"MazEF__MazE,MazEF__MazF","GCF_004551645.1"
"799","NZ_CP037949.1_MazEF_9","MazEF","MazEF","Defense","NZ_CP037949.1_34","NZ_CP037949.1_35","NZ_CP037949.1_34,NZ_CP037949.1_35",2,"MazEF__MazE,MazEF__MazF","GCF_004551645.1"
"800","NZ_CP037949.1_RloC_10","RloC","RloC","Defense","NZ_CP037949.1_46","NZ_CP037949.1_46","NZ_CP037949.1_46",1,"RloC__RloC","GCF_004551645.1"
"801","NZ_CP037949.1_HEC-09_8","HEC-09","HEC-09","Defense","NZ_CP037949.1_98","NZ_CP037949.1_98","NZ_CP037949.1_98",1,"HEC-09__HEC-09","GCF_004551645.1"
"802","NZ_QGAC01000001.1_TgvAB_7","TgvAB","TgvAB","Defense","NZ_QGAC01000001.1_423","NZ_QGAC01000001.1_424","NZ_QGAC01000001.1_423,NZ_QGAC01000001.1_424",2,"TgvAB__TgvA,TgvAB__TgvB","GCF_005233475.1"
"803","NZ_QGAC01000002.1_AbiD_4","AbiD","AbiD","Defense","NZ_QGAC01000002.1_164","NZ_QGAC01000002.1_164","NZ_QGAC01000002.1_164",1,"AbiD__AbiD","GCF_005233475.1"
"804","NZ_QGAC01000003.1_RM_Type_II_17","RM","RM_Type_II","Defense","NZ_QGAC01000003.1_177","NZ_QGAC01000003.1_178","NZ_QGAC01000003.1_177,NZ_QGAC01000003.1_178",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_005233475.1"
"805","NZ_QGAC01000003.1_Septu_11","Septu","Septu","Defense","NZ_QGAC01000003.1_181","NZ_QGAC01000003.1_182","NZ_QGAC01000003.1_181,NZ_QGAC01000003.1_182",2,"Septu__PtuA_2,Septu__PtuB_2","GCF_005233475.1"
"806","NZ_QGAC01000003.1_CBASS_II_10","CBASS","CBASS_II","Defense","NZ_QGAC01000003.1_186","NZ_QGAC01000003.1_189","NZ_QGAC01000003.1_186,NZ_QGAC01000003.1_187,NZ_QGAC01000003.1_188,NZ_QGAC01000003.1_189",4,"CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Endonuc_big,CBASS__Jab","GCF_005233475.1"
"807","NZ_QGAC01000046.1_Shango_13","Shango","Shango","Defense","NZ_QGAC01000046.1_7","NZ_QGAC01000046.1_9","NZ_QGAC01000046.1_7,NZ_QGAC01000046.1_8,NZ_QGAC01000046.1_9",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_005233475.1"
"808","NZ_QGAC01000051.1_UG4_12","All_UG","UG4","Defense","NZ_QGAC01000051.1_6","NZ_QGAC01000051.1_6","NZ_QGAC01000051.1_6",1,"UG4__UG4","GCF_005233475.1"
"809","NZ_QGAC01000005.1_DS-31_5","DS-31","DS-31","Defense","NZ_QGAC01000005.1_111","NZ_QGAC01000005.1_111","NZ_QGAC01000005.1_111",1,"DS-31__DS-31","GCF_005233475.1"
"810","NZ_QGAC01000005.1_Septu_6","Septu","Septu","Defense","NZ_QGAC01000005.1_139","NZ_QGAC01000005.1_140","NZ_QGAC01000005.1_139,NZ_QGAC01000005.1_140",2,"Retron_I_A__HNH_TIGR02646,Septu__PtuA","GCF_005233475.1"
"811","NZ_QGAC01000027.1_Lamassu-Cap4_nuclease_14","Lamassu-Fam","Lamassu-Cap4_nuclease","Defense","NZ_QGAC01000027.1_1","NZ_QGAC01000027.1_3","NZ_QGAC01000027.1_1,NZ_QGAC01000027.1_2,NZ_QGAC01000027.1_3",3,"Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease","GCF_005233475.1"
"812","NZ_QGAC01000007.1_CAS_Class1-Subtype-I-F_19","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_QGAC01000007.1_139","NZ_QGAC01000007.1_144","NZ_QGAC01000007.1_139,NZ_QGAC01000007.1_140,NZ_QGAC01000007.1_141,NZ_QGAC01000007.1_142,NZ_QGAC01000007.1_143,NZ_QGAC01000007.1_144",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_4","GCF_005233475.1"
"813","NZ_QGAC01000032.1_RM_Type_IV_18","RM","RM_Type_IV","Defense","NZ_QGAC01000032.1_8","NZ_QGAC01000032.1_8","NZ_QGAC01000032.1_8",1,"RM_Type_IV__Type_IV_03","GCF_005233475.1"
"814","NZ_QGAC01000008.1_PrrC_15","PrrC","PrrC","Defense","NZ_QGAC01000008.1_47","NZ_QGAC01000008.1_51","NZ_QGAC01000008.1_47,NZ_QGAC01000008.1_49,NZ_QGAC01000008.1_50,NZ_QGAC01000008.1_51",4,"PrrC__PrrC,RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51","GCF_005233475.1"
"815","NZ_QGAC01000010.1_CBASS_III_3","CBASS","CBASS_III","Defense","NZ_QGAC01000010.1_4","NZ_QGAC01000010.1_7","NZ_QGAC01000010.1_4,NZ_QGAC01000010.1_5,NZ_QGAC01000010.1_6,NZ_QGAC01000010.1_7",4,"CBASS__Cyclase_II,CBASS__Sensing_TPALS,CBASS__TRIP13,CBASS__bacHORMA_1","GCF_005233475.1"
"816","NZ_CP034363.1_DS-45_2","DS-45","DS-45","Defense","NZ_CP034363.1_359","NZ_CP034363.1_359","NZ_CP034363.1_359",1,"DS-45__DS-45","GCF_007981265.1"
"817","NZ_CP034363.1_RM_Type_IIG_12","RM","RM_Type_IIG","Defense","NZ_CP034363.1_392","NZ_CP034363.1_392","NZ_CP034363.1_392",1,"RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed","GCF_007981265.1"
"818","NZ_CP034363.1_Lamassu-Lipase_6","Lamassu-Fam","Lamassu-Lipase","Defense","NZ_CP034363.1_545","NZ_CP034363.1_547","NZ_CP034363.1_545,NZ_CP034363.1_546,NZ_CP034363.1_547",3,"Lamassu-Fam__LmuA_effector_Lipase,Lamassu-Fam__LmuB_SMC_Lipase,Lamassu-Fam__LmuC_acc_Lipase","GCF_007981265.1"
"819","NZ_CP034363.1_Zorya_TypeII_11","Zorya","Zorya_TypeII","Defense","NZ_CP034363.1_1759","NZ_CP034363.1_1761","NZ_CP034363.1_1759,NZ_CP034363.1_1760,NZ_CP034363.1_1761",3,"Zorya_TypeII__ZorE,Zorya__ZorA2,Zorya__ZorB","GCF_007981265.1"
"820","NZ_CP034363.1_Pycsar_7","Pycsar","Pycsar","Defense","NZ_CP034363.1_2493","NZ_CP034363.1_2494","NZ_CP034363.1_2493,NZ_CP034363.1_2494",2,"CBASS__2TM_5,Pycsar__AG_cyclase","GCF_007981265.1"
"821","NZ_CP034363.1_RM_Type_IV_13","RM","RM_Type_IV","Defense","NZ_CP034363.1_3049","NZ_CP034363.1_3049","NZ_CP034363.1_3049",1,"RM_Type_IV__Type_IV_03","GCF_007981265.1"
"822","NZ_CP034363.1_DRT_2_1","DRT","DRT_2","Defense","NZ_CP034363.1_3059","NZ_CP034363.1_3059","NZ_CP034363.1_3059",1,"DRT_2__drt2","GCF_007981265.1"
"823","NZ_CP034363.1_VP1851_9","VP1851","VP1851","Defense","NZ_CP034363.1_3206","NZ_CP034363.1_3206","NZ_CP034363.1_3206",1,"VP1851__VP1851","GCF_007981265.1"
"824","NZ_CP034363.1_Septu_8","Septu","Septu","Defense","NZ_CP034363.1_3216","NZ_CP034363.1_3217","NZ_CP034363.1_3216,NZ_CP034363.1_3217",2,"Septu__PtuA,Septu__PtuB","GCF_007981265.1"
"825","NZ_CP034363.1_Hachiman_4","Hachiman","Hachiman","Defense","NZ_CP034363.1_3439","NZ_CP034363.1_3440","NZ_CP034363.1_3439,NZ_CP034363.1_3440",2,"Hachiman__HamA_1,Hachiman__HamB","GCF_007981265.1"
"826","NZ_CP034363.1_DS-45_3","DS-45","DS-45","Defense","NZ_CP034363.1_3773","NZ_CP034363.1_3773","NZ_CP034363.1_3773",1,"DS-45__DS-45","GCF_007981265.1"
"827","NZ_CP034363.1_Zorya_TypeI_10","Zorya","Zorya_TypeI","Defense","NZ_CP034363.1_4000","NZ_CP034363.1_4003","NZ_CP034363.1_4000,NZ_CP034363.1_4001,NZ_CP034363.1_4002,NZ_CP034363.1_4003",4,"Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB","GCF_007981265.1"
"828","NZ_CP031695.1_RM_Type_I_11","RM","RM_Type_I","Defense","NZ_CP031695.1_566","NZ_CP031695.1_569","NZ_CP031695.1_566,NZ_CP031695.1_567,NZ_CP031695.1_568,NZ_CP031695.1_569",4,"RM__Type_I_MTases_FAM_0,RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_02","GCF_008728215.1"
"829","NZ_CP031695.1_SDIC3_7","SDIC3","SDIC3","Defense","NZ_CP031695.1_1024","NZ_CP031695.1_1028","NZ_CP031695.1_1024,NZ_CP031695.1_1025,NZ_CP031695.1_1026,NZ_CP031695.1_1028",4,"SDIC3__SDIC3B,SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F","GCF_008728215.1"
"830","NZ_CP031695.1_PD-T7-2_6","PD-T7-2","PD-T7-2","Defense","NZ_CP031695.1_1032","NZ_CP031695.1_1033","NZ_CP031695.1_1032,NZ_CP031695.1_1033",2,"PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B","GCF_008728215.1"
"831","NZ_CP031695.1_GAPS2_3","GAPS2","GAPS2","Defense","NZ_CP031695.1_1179","NZ_CP031695.1_1179","NZ_CP031695.1_1179",1,"GAPS2__GAPS2","GCF_008728215.1"
"832","NZ_CP031695.1_RM_Type_IV_12","RM","RM_Type_IV","Defense","NZ_CP031695.1_1349","NZ_CP031695.1_1349","NZ_CP031695.1_1349",1,"RM_Type_IV__Type_IV_03","GCF_008728215.1"
"833","NZ_CP031695.1_MazEF_4","MazEF","MazEF","Defense","NZ_CP031695.1_1494","NZ_CP031695.1_1495","NZ_CP031695.1_1494,NZ_CP031695.1_1495",2,"MazEF__MazE,MazEF__MazF","GCF_008728215.1"
"834","NZ_CP031695.1_DS-43_2","DS-43","DS-43","Defense","NZ_CP031695.1_1574","NZ_CP031695.1_1574","NZ_CP031695.1_1574",1,"DS-43__DS-43","GCF_008728215.1"
"835","NZ_CP031695.1_Septu_8","Septu","Septu","Defense","NZ_CP031695.1_2566","NZ_CP031695.1_2567","NZ_CP031695.1_2566,NZ_CP031695.1_2567",2,"Septu__PtuA_2,Septu__PtuB_2","GCF_008728215.1"
"836","NZ_CP031695.1_Belisama_1","Belisama","Belisama","Defense","NZ_CP031695.1_3284","NZ_CP031695.1_3284","NZ_CP031695.1_3284",1,"Belisama__VCA0458","GCF_008728215.1"
"837","NZ_CP031695.1_PARIS_II_merge_5","Paris","PARIS_II_merge","Defense","NZ_CP031695.1_3285","NZ_CP031695.1_3285","NZ_CP031695.1_3285",1,"Paris_II_merge__AAA_21_DUF4435","GCF_008728215.1"
"838","NZ_CP031696.1_RloC_9","RloC","RloC","Defense","NZ_CP031696.1_3","NZ_CP031696.1_3","NZ_CP031696.1_3",1,"RloC__RloC","GCF_008728215.1"
"839","NZ_RQVV01000024.1_RloC_8","RloC","RloC","Defense","NZ_RQVV01000024.1_169","NZ_RQVV01000024.1_169","NZ_RQVV01000024.1_169",1,"RloC__RloC","GCF_009295515.1"
"840","NZ_RQVV01000027.1_PrrC_9","PrrC","PrrC","Defense","NZ_RQVV01000027.1_5","NZ_RQVV01000027.1_8","NZ_RQVV01000027.1_5,NZ_RQVV01000027.1_6,NZ_RQVV01000027.1_7,NZ_RQVV01000027.1_8",4,"PrrC__EcoprrI,PrrC__PrrC,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_01","GCF_009295515.1"
"841","NZ_RQVV01000046.1_DS-4_6","DS-4","DS-4","Defense","NZ_RQVV01000046.1_2","NZ_RQVV01000046.1_6","NZ_RQVV01000046.1_2,NZ_RQVV01000046.1_3,NZ_RQVV01000046.1_4,NZ_RQVV01000046.1_5,NZ_RQVV01000046.1_6",5,"DS-4__DS-4A,DS-4__DS-4B,DS-4__DS-4C,DS-4__DS-4D,DS-4__DS-4E","GCF_009295515.1"
"842","NZ_RQVV01000046.1_Thoeris_III_7","Thoeris","Thoeris_III","Defense","NZ_RQVV01000046.1_7","NZ_RQVV01000046.1_8","NZ_RQVV01000046.1_7,NZ_RQVV01000046.1_8",2,"Thoeris_III__ThcA,Thoeris__ThsB_Global","GCF_009295515.1"
"843","NZ_RQVV01000050.1_Gabija_2","Gabija","Gabija","Defense","NZ_RQVV01000050.1_12","NZ_RQVV01000050.1_13","NZ_RQVV01000050.1_12,NZ_RQVV01000050.1_13",2,"Gabija__GajA,Gabija__GajB_1","GCF_009295515.1"
"844","NZ_RQVV01000054.1_Rst_RT-Tm_1","Rst_RT-nitrilase-Tm","Rst_RT-Tm","Defense","NZ_RQVV01000054.1_3","NZ_RQVV01000054.1_4","NZ_RQVV01000054.1_3,NZ_RQVV01000054.1_4",2,"Rst_RT-Tm__RT-Tm,Rst_RT-Tm__RT2","GCF_009295515.1"
"845","NZ_RQVV01000057.1_CAS_Class1-Subtype-I-E_13","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_RQVV01000057.1_163","NZ_RQVV01000057.1_170","NZ_RQVV01000057.1_163,NZ_RQVV01000057.1_164,NZ_RQVV01000057.1_165,NZ_RQVV01000057.1_166,NZ_RQVV01000057.1_167,NZ_RQVV01000057.1_168,NZ_RQVV01000057.1_169,NZ_RQVV01000057.1_170",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_009295515.1"
"846","NZ_RQVV01000059.1_Gabija_3","Gabija","Gabija","Defense","NZ_RQVV01000059.1_15","NZ_RQVV01000059.1_16","NZ_RQVV01000059.1_15,NZ_RQVV01000059.1_16",2,"Gabija__GajA,Gabija__GajB_1","GCF_009295515.1"
"847","NZ_RQVV01000059.1_RM_Type_I_12","RM","RM_Type_I","Defense","NZ_RQVV01000059.1_18","NZ_RQVV01000059.1_20","NZ_RQVV01000059.1_18,NZ_RQVV01000059.1_19,NZ_RQVV01000059.1_20",3,"RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51","GCF_009295515.1"
"848","NZ_RQVV01000059.1_RosmerTA_4","RosmerTA","RosmerTA","Defense","NZ_RQVV01000059.1_21","NZ_RQVV01000059.1_22","NZ_RQVV01000059.1_21,NZ_RQVV01000059.1_22",2,"RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349","GCF_009295515.1"
"849","NZ_RQVV01000059.1_SDIC1_5","SDIC1","SDIC1","Defense","NZ_RQVV01000059.1_23","NZ_RQVV01000059.1_24","NZ_RQVV01000059.1_23,NZ_RQVV01000059.1_24",2,"SDIC1__SDIC1A,SDIC1__SDIC1B","GCF_009295515.1"
"850","NZ_WLZX01000002.1_DarTG_1","DarTG","DarTG","Defense","NZ_WLZX01000002.1_689","NZ_WLZX01000002.1_690","NZ_WLZX01000002.1_689,NZ_WLZX01000002.1_690",2,"DarTG__DarG,DarTG__DarT","GCF_009707715.1"
"851","NZ_WLZX01000003.1_CAS_Class1-Subtype-I-F_13","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_WLZX01000003.1_76","NZ_WLZX01000003.1_81","NZ_WLZX01000003.1_76,NZ_WLZX01000003.1_77,NZ_WLZX01000003.1_78,NZ_WLZX01000003.1_79,NZ_WLZX01000003.1_80,NZ_WLZX01000003.1_81",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_1,cas8f_I-F_4","GCF_009707715.1"
"852","NZ_WLZX01000004.1_Druantia_III_5","Druantia","Druantia_III","Defense","NZ_WLZX01000004.1_179","NZ_WLZX01000004.1_180","NZ_WLZX01000004.1_179,NZ_WLZX01000004.1_180",2,"Druantia_III__DruH,Druantia__DruE_3","GCF_009707715.1"
"853","NZ_WLZX01000004.1_Septu_6","Septu","Septu","Defense","NZ_WLZX01000004.1_181","NZ_WLZX01000004.1_182","NZ_WLZX01000004.1_181,NZ_WLZX01000004.1_182",2,"Septu__PtuA,Septu__PtuB","GCF_009707715.1"
"854","NZ_WLZX01000004.1_RM_Type_I_9","RM","RM_Type_I","Defense","NZ_WLZX01000004.1_183","NZ_WLZX01000004.1_185","NZ_WLZX01000004.1_183,NZ_WLZX01000004.1_184,NZ_WLZX01000004.1_185",3,"RM__Type_I_MTases_FAM_2,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_52","GCF_009707715.1"
"855","NZ_WLZX01000005.1_Eleos_7","Eleos","Eleos","Defense","NZ_WLZX01000005.1_239","NZ_WLZX01000005.1_240","NZ_WLZX01000005.1_239,NZ_WLZX01000005.1_240",2,"Eleos__LeoA,Eleos__LeoBC","GCF_009707715.1"
"856","NZ_WLZX01000007.1_RM_Type_II_12","RM","RM_Type_II","Defense","NZ_WLZX01000007.1_28","NZ_WLZX01000007.1_29","NZ_WLZX01000007.1_28,NZ_WLZX01000007.1_29",2,"RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase18","GCF_009707715.1"
