"","sys_id","type","subtype","activity","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","Genome","Genome2"
"406","GCF_024436235.1_ASM2443623v1_genomic_plasmid_proteins_Septu_1","Septu","Septu","Defense","NZ_JANFMZ010000005.1_49","NZ_JANFMZ010000005.1_50","NZ_JANFMZ010000005.1_49,NZ_JANFMZ010000005.1_50",2,"Septu__PtuA,Septu__PtuB","GCF_024436235.1","GCF_024436235.1"
"407","GCF_024436235.1_ASM2443623v1_genomic_plasmid_proteins_TgvAB_2","TgvAB","TgvAB","Defense","NZ_JANFMZ010000005.1_69","NZ_JANFMZ010000005.1_70","NZ_JANFMZ010000005.1_69,NZ_JANFMZ010000005.1_70",2,"TgvAB__TgvA,TgvAB__TgvB","GCF_024436235.1","GCF_024436235.1"
"408","GCF_024807835.1_ASM2480783v1_genomic_plasmid_proteins_DS-33_1","DS-33","DS-33","Defense","NZ_JANUEO010000003.1_135","NZ_JANUEO010000003.1_135","NZ_JANUEO010000003.1_135",1,"DS-33__DS-33","GCF_024807835.1","GCF_024807835.1"
"409","GCF_024807835.1_ASM2480783v1_genomic_plasmid_proteins_DNA_met_RM_Type_II_PDDEXK_6","RM_Type_II","DNA_met_RM_Type_II_PDDEXK","Defense","NZ_JANUEO010000010.1_34","NZ_JANUEO010000010.1_35","NZ_JANUEO010000010.1_34,NZ_JANUEO010000010.1_35",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_024807835.1","GCF_024807835.1"
"410","GCF_024807835.1_ASM2480783v1_genomic_plasmid_proteins_Toga_5","Toga","Toga","Defense","NZ_JANUEO010000010.1_36","NZ_JANUEO010000010.1_36","NZ_JANUEO010000010.1_36",1,"Toga__Toga","GCF_024807835.1","GCF_024807835.1"
"411","GCF_024807835.1_ASM2480783v1_genomic_plasmid_proteins_DS-43_2","DS-43","DS-43","Defense","NZ_JANUEO010000010.1_38","NZ_JANUEO010000010.1_38","NZ_JANUEO010000010.1_38",1,"DS-43__DS-43","GCF_024807835.1","GCF_024807835.1"
"412","GCF_024807835.1_ASM2480783v1_genomic_plasmid_proteins_PD-T7-5_3","PD-T7-5","PD-T7-5","Defense","NZ_JANUEO010000010.1_48","NZ_JANUEO010000010.1_48","NZ_JANUEO010000010.1_48",1,"PD-T7-5__PD-T7-5","GCF_024807835.1","GCF_024807835.1"
"413","GCF_024807835.1_ASM2480783v1_genomic_plasmid_proteins_PfiAT_4","PfiAT","PfiAT","Defense","NZ_JANUEO010000012.1_53","NZ_JANUEO010000012.1_54","NZ_JANUEO010000012.1_53,NZ_JANUEO010000012.1_54",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_024807835.1","GCF_024807835.1"
"414","GCF_025388785.1_ASM2538878v1_genomic_plasmid_proteins_MazEF_3","MazEF","MazEF","Defense","NZ_VFIK01000017.1_16","NZ_VFIK01000017.1_17","NZ_VFIK01000017.1_16,NZ_VFIK01000017.1_17",2,"MazEF__MazE,MazEF__MazF","GCF_025388785.1","GCF_025388785.1"
"415","GCF_025388785.1_ASM2538878v1_genomic_plasmid_proteins_AbiD_1","AbiD","AbiD","Defense","NZ_VFIK01000025.1_13","NZ_VFIK01000025.1_13","NZ_VFIK01000025.1_13",1,"AbiD__AbiD","GCF_025388785.1","GCF_025388785.1"
"416","GCF_025388785.1_ASM2538878v1_genomic_plasmid_proteins_Shango_6","Shango","Shango","Defense","NZ_VFIK01000003.1_177","NZ_VFIK01000003.1_179","NZ_VFIK01000003.1_177,NZ_VFIK01000003.1_178,NZ_VFIK01000003.1_179",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_025388785.1","GCF_025388785.1"
"417","GCF_025388785.1_ASM2538878v1_genomic_plasmid_proteins_SanaTA_5","SanaTA","SanaTA","Defense","NZ_VFIK01000003.1_181","NZ_VFIK01000003.1_182","NZ_VFIK01000003.1_181,NZ_VFIK01000003.1_182",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCF_025388785.1","GCF_025388785.1"
"418","GCF_025388785.1_ASM2538878v1_genomic_plasmid_proteins_Wadjet_I_8","Wadjet","Wadjet_I","Defense","NZ_VFIK01000003.1_184","NZ_VFIK01000003.1_187","NZ_VFIK01000003.1_184,NZ_VFIK01000003.1_185,NZ_VFIK01000003.1_186,NZ_VFIK01000003.1_187",4,"Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I","GCF_025388785.1","GCF_025388785.1"
"419","GCF_025388785.1_ASM2538878v1_genomic_plasmid_proteins_PD-T4-3_4","PD-T4-3","PD-T4-3","Defense","NZ_VFIK01000003.1_264","NZ_VFIK01000003.1_264","NZ_VFIK01000003.1_264",1,"PD-T4-3__PD-T4-3","GCF_025388785.1","GCF_025388785.1"
"420","GCF_025388785.1_ASM2538878v1_genomic_plasmid_proteins_Gao_Tmn_2","Gao_Tmn","Gao_Tmn","Defense","NZ_VFIK01000003.1_273","NZ_VFIK01000003.1_273","NZ_VFIK01000003.1_273",1,"Gao_Tmn__TmnA","GCF_025388785.1","GCF_025388785.1"
"421","GCF_025388825.1_ASM2538882v1_genomic_plasmid_proteins_MazEF_3","MazEF","MazEF","Defense","NZ_VFIJ01000012.1_15","NZ_VFIJ01000012.1_16","NZ_VFIJ01000012.1_15,NZ_VFIJ01000012.1_16",2,"MazEF__MazE,MazEF__MazF","GCF_025388825.1","GCF_025388825.1"
"422","GCF_025388825.1_ASM2538882v1_genomic_plasmid_proteins_AbiD_1","AbiD","AbiD","Defense","NZ_VFIJ01000012.1_180","NZ_VFIJ01000012.1_180","NZ_VFIJ01000012.1_180",1,"AbiD__AbiD","GCF_025388825.1","GCF_025388825.1"
"423","GCF_025388825.1_ASM2538882v1_genomic_plasmid_proteins_Gao_Tmn_2","Gao_Tmn","Gao_Tmn","Defense","NZ_VFIJ01000003.1_219","NZ_VFIJ01000003.1_219","NZ_VFIJ01000003.1_219",1,"Gao_Tmn__TmnA","GCF_025388825.1","GCF_025388825.1"
"424","GCF_025388825.1_ASM2538882v1_genomic_plasmid_proteins_PD-T4-3_4","PD-T4-3","PD-T4-3","Defense","NZ_VFIJ01000003.1_228","NZ_VFIJ01000003.1_228","NZ_VFIJ01000003.1_228",1,"PD-T4-3__PD-T4-3","GCF_025388825.1","GCF_025388825.1"
"425","GCF_025388825.1_ASM2538882v1_genomic_plasmid_proteins_Wadjet_I_8","Wadjet","Wadjet_I","Defense","NZ_VFIJ01000003.1_305","NZ_VFIJ01000003.1_308","NZ_VFIJ01000003.1_305,NZ_VFIJ01000003.1_306,NZ_VFIJ01000003.1_307,NZ_VFIJ01000003.1_308",4,"Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I","GCF_025388825.1","GCF_025388825.1"
"426","GCF_025388825.1_ASM2538882v1_genomic_plasmid_proteins_SanaTA_5","SanaTA","SanaTA","Defense","NZ_VFIJ01000003.1_310","NZ_VFIJ01000003.1_311","NZ_VFIJ01000003.1_310,NZ_VFIJ01000003.1_311",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCF_025388825.1","GCF_025388825.1"
"427","GCF_025388825.1_ASM2538882v1_genomic_plasmid_proteins_Shango_6","Shango","Shango","Defense","NZ_VFIJ01000003.1_313","NZ_VFIJ01000003.1_315","NZ_VFIJ01000003.1_313,NZ_VFIJ01000003.1_314,NZ_VFIJ01000003.1_315",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_025388825.1","GCF_025388825.1"
"428","GCF_025388845.1_ASM2538884v1_genomic_plasmid_proteins_MazEF_3","MazEF","MazEF","Defense","NZ_VFIH01000017.1_16","NZ_VFIH01000017.1_17","NZ_VFIH01000017.1_16,NZ_VFIH01000017.1_17",2,"MazEF__MazE,MazEF__MazF","GCF_025388845.1","GCF_025388845.1"
"429","GCF_025388845.1_ASM2538884v1_genomic_plasmid_proteins_AbiD_1","AbiD","AbiD","Defense","NZ_VFIH01000022.1_16","NZ_VFIH01000022.1_16","NZ_VFIH01000022.1_16",1,"AbiD__AbiD","GCF_025388845.1","GCF_025388845.1"
"430","GCF_025388845.1_ASM2538884v1_genomic_plasmid_proteins_Shango_6","Shango","Shango","Defense","NZ_VFIH01000004.1_177","NZ_VFIH01000004.1_179","NZ_VFIH01000004.1_177,NZ_VFIH01000004.1_178,NZ_VFIH01000004.1_179",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_025388845.1","GCF_025388845.1"
"431","GCF_025388845.1_ASM2538884v1_genomic_plasmid_proteins_SanaTA_5","SanaTA","SanaTA","Defense","NZ_VFIH01000004.1_181","NZ_VFIH01000004.1_182","NZ_VFIH01000004.1_181,NZ_VFIH01000004.1_182",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCF_025388845.1","GCF_025388845.1"
"432","GCF_025388845.1_ASM2538884v1_genomic_plasmid_proteins_Wadjet_I_8","Wadjet","Wadjet_I","Defense","NZ_VFIH01000004.1_184","NZ_VFIH01000004.1_187","NZ_VFIH01000004.1_184,NZ_VFIH01000004.1_185,NZ_VFIH01000004.1_186,NZ_VFIH01000004.1_187",4,"Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I","GCF_025388845.1","GCF_025388845.1"
"433","GCF_025388845.1_ASM2538884v1_genomic_plasmid_proteins_PD-T4-3_4","PD-T4-3","PD-T4-3","Defense","NZ_VFIH01000004.1_264","NZ_VFIH01000004.1_264","NZ_VFIH01000004.1_264",1,"PD-T4-3__PD-T4-3","GCF_025388845.1","GCF_025388845.1"
"434","GCF_025388845.1_ASM2538884v1_genomic_plasmid_proteins_Gao_Tmn_2","Gao_Tmn","Gao_Tmn","Defense","NZ_VFIH01000004.1_273","NZ_VFIH01000004.1_273","NZ_VFIH01000004.1_273",1,"Gao_Tmn__TmnA","GCF_025388845.1","GCF_025388845.1"
"435","GCF_025388855.1_ASM2538885v1_genomic_plasmid_proteins_AbiD_1","AbiD","AbiD","Defense","NZ_VFII01000023.1_13","NZ_VFII01000023.1_13","NZ_VFII01000023.1_13",1,"AbiD__AbiD","GCF_025388855.1","GCF_025388855.1"
"436","GCF_025388855.1_ASM2538885v1_genomic_plasmid_proteins_Gao_Tmn_2","Gao_Tmn","Gao_Tmn","Defense","NZ_VFII01000002.1_218","NZ_VFII01000002.1_218","NZ_VFII01000002.1_218",1,"Gao_Tmn__TmnA","GCF_025388855.1","GCF_025388855.1"
"437","GCF_025388855.1_ASM2538885v1_genomic_plasmid_proteins_PD-T4-3_3","PD-T4-3","PD-T4-3","Defense","NZ_VFII01000002.1_227","NZ_VFII01000002.1_227","NZ_VFII01000002.1_227",1,"PD-T4-3__PD-T4-3","GCF_025388855.1","GCF_025388855.1"
"438","GCF_025388855.1_ASM2538885v1_genomic_plasmid_proteins_Wadjet_I_7","Wadjet","Wadjet_I","Defense","NZ_VFII01000002.1_304","NZ_VFII01000002.1_307","NZ_VFII01000002.1_304,NZ_VFII01000002.1_305,NZ_VFII01000002.1_306,NZ_VFII01000002.1_307",4,"Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I","GCF_025388855.1","GCF_025388855.1"
"439","GCF_025388855.1_ASM2538885v1_genomic_plasmid_proteins_SanaTA_4","SanaTA","SanaTA","Defense","NZ_VFII01000002.1_309","NZ_VFII01000002.1_310","NZ_VFII01000002.1_309,NZ_VFII01000002.1_310",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCF_025388855.1","GCF_025388855.1"
"440","GCF_025388855.1_ASM2538885v1_genomic_plasmid_proteins_Shango_5","Shango","Shango","Defense","NZ_VFII01000002.1_312","NZ_VFII01000002.1_314","NZ_VFII01000002.1_312,NZ_VFII01000002.1_313,NZ_VFII01000002.1_314",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_025388855.1","GCF_025388855.1"
"441","GCF_025388925.1_ASM2538892v1_genomic_plasmid_proteins_AbiD_1","AbiD","AbiD","Defense","NZ_VFIG01000024.1_13","NZ_VFIG01000024.1_13","NZ_VFIG01000024.1_13",1,"AbiD__AbiD","GCF_025388925.1","GCF_025388925.1"
"442","GCF_025388925.1_ASM2538892v1_genomic_plasmid_proteins_Shango_5","Shango","Shango","Defense","NZ_VFIG01000003.1_177","NZ_VFIG01000003.1_179","NZ_VFIG01000003.1_177,NZ_VFIG01000003.1_178,NZ_VFIG01000003.1_179",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_025388925.1","GCF_025388925.1"
"443","GCF_025388925.1_ASM2538892v1_genomic_plasmid_proteins_SanaTA_4","SanaTA","SanaTA","Defense","NZ_VFIG01000003.1_181","NZ_VFIG01000003.1_182","NZ_VFIG01000003.1_181,NZ_VFIG01000003.1_182",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCF_025388925.1","GCF_025388925.1"
"444","GCF_025388925.1_ASM2538892v1_genomic_plasmid_proteins_Wadjet_I_7","Wadjet","Wadjet_I","Defense","NZ_VFIG01000003.1_184","NZ_VFIG01000003.1_187","NZ_VFIG01000003.1_184,NZ_VFIG01000003.1_185,NZ_VFIG01000003.1_186,NZ_VFIG01000003.1_187",4,"Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I","GCF_025388925.1","GCF_025388925.1"
"445","GCF_025388925.1_ASM2538892v1_genomic_plasmid_proteins_PD-T4-3_3","PD-T4-3","PD-T4-3","Defense","NZ_VFIG01000003.1_264","NZ_VFIG01000003.1_264","NZ_VFIG01000003.1_264",1,"PD-T4-3__PD-T4-3","GCF_025388925.1","GCF_025388925.1"
"446","GCF_025388925.1_ASM2538892v1_genomic_plasmid_proteins_Gao_Tmn_2","Gao_Tmn","Gao_Tmn","Defense","NZ_VFIG01000003.1_273","NZ_VFIG01000003.1_273","NZ_VFIG01000003.1_273",1,"Gao_Tmn__TmnA","GCF_025388925.1","GCF_025388925.1"
"447","GCF_025388945.1_ASM2538894v1_genomic_plasmid_proteins_AbiD_1","AbiD","AbiD","Defense","NZ_VFIF01000027.1_13","NZ_VFIF01000027.1_13","NZ_VFIF01000027.1_13",1,"AbiD__AbiD","GCF_025388945.1","GCF_025388945.1"
"448","GCF_025388945.1_ASM2538894v1_genomic_plasmid_proteins_MazEF_3","MazEF","MazEF","Defense","NZ_VFIF01000031.1_16","NZ_VFIF01000031.1_17","NZ_VFIF01000031.1_16,NZ_VFIF01000031.1_17",2,"MazEF__MazE,MazEF__MazF","GCF_025388945.1","GCF_025388945.1"
"449","GCF_025388945.1_ASM2538894v1_genomic_plasmid_proteins_Shango_6","Shango","Shango","Defense","NZ_VFIF01000007.1_52","NZ_VFIF01000007.1_54","NZ_VFIF01000007.1_52,NZ_VFIF01000007.1_53,NZ_VFIF01000007.1_54",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_025388945.1","GCF_025388945.1"
"450","GCF_025388945.1_ASM2538894v1_genomic_plasmid_proteins_SanaTA_5","SanaTA","SanaTA","Defense","NZ_VFIF01000007.1_56","NZ_VFIF01000007.1_57","NZ_VFIF01000007.1_56,NZ_VFIF01000007.1_57",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCF_025388945.1","GCF_025388945.1"
"451","GCF_025388945.1_ASM2538894v1_genomic_plasmid_proteins_Wadjet_I_8","Wadjet","Wadjet_I","Defense","NZ_VFIF01000007.1_59","NZ_VFIF01000007.1_62","NZ_VFIF01000007.1_59,NZ_VFIF01000007.1_60,NZ_VFIF01000007.1_61,NZ_VFIF01000007.1_62",4,"Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I","GCF_025388945.1","GCF_025388945.1"
"452","GCF_025388945.1_ASM2538894v1_genomic_plasmid_proteins_PD-T4-3_4","PD-T4-3","PD-T4-3","Defense","NZ_VFIF01000007.1_139","NZ_VFIF01000007.1_139","NZ_VFIF01000007.1_139",1,"PD-T4-3__PD-T4-3","GCF_025388945.1","GCF_025388945.1"
"453","GCF_025388945.1_ASM2538894v1_genomic_plasmid_proteins_Gao_Tmn_2","Gao_Tmn","Gao_Tmn","Defense","NZ_VFIF01000007.1_148","NZ_VFIF01000007.1_148","NZ_VFIF01000007.1_148",1,"Gao_Tmn__TmnA","GCF_025388945.1","GCF_025388945.1"
"454","GCF_025947915.1_ASM2594791v1_genomic_plasmid_proteins_Other_Type_IV_2","Other_Type_IV","Other_Type_IV","Defense","NZ_JAPDNC010000010.1_2","NZ_JAPDNC010000010.1_2","NZ_JAPDNC010000010.1_2",1,"RM_Type_IV__Type_IV_03","GCF_025947915.1","GCF_025947915.1"
"455","GCF_025947915.1_ASM2594791v1_genomic_plasmid_proteins_Other_Type_IV_2","Other_Type_IV","Other_Type_IV","Defense","NZ_JAPDNC010000010.1_2","NZ_JAPDNC010000010.1_2","NZ_JAPDNC010000010.1_2",1,"RM_Type_IV__Type_IV_03","GCF_025947915.1","GCF_025947915.1"
"456","GCF_025947915.1_ASM2594791v1_genomic_plasmid_proteins_RM_Type_IV_5","RM","RM_Type_IV","Defense","NZ_JAPDNC010000010.1_2","NZ_JAPDNC010000010.1_2","NZ_JAPDNC010000010.1_2",1,"RM_Type_IV__Type_IV_03","GCF_025947915.1","GCF_025947915.1"
"457","GCF_025947915.1_ASM2594791v1_genomic_plasmid_proteins_RM_Type_IV_5","RM","RM_Type_IV","Defense","NZ_JAPDNC010000010.1_2","NZ_JAPDNC010000010.1_2","NZ_JAPDNC010000010.1_2",1,"RM_Type_IV__Type_IV_03","GCF_025947915.1","GCF_025947915.1"
"458","GCF_025947915.1_ASM2594791v1_genomic_plasmid_proteins_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_JAPDNC010000010.1_248","NZ_JAPDNC010000010.1_248","NZ_JAPDNC010000010.1_248",1,"Gao_Tmn__TmnA","GCF_025947915.1","GCF_025947915.1"
"459","GCF_025947915.1_ASM2594791v1_genomic_plasmid_proteins_RM_Type_II_4","RM","RM_Type_II","Defense","NZ_JAPDNC010000029.1_1","NZ_JAPDNC010000029.1_2","NZ_JAPDNC010000029.1_1,NZ_JAPDNC010000029.1_2",2,"RM_Type_II__Type_II_MTases_FAM_21,RM_Type_II__Type_II_REase12","GCF_025947915.1","GCF_025947915.1"
"460","GCF_026233155.1_ASM2623315v1_genomic_plasmid_proteins_EcoKMcrA_2","EcoKMcrA","EcoKMcrA","Defense","NZ_QXNN01000019.1_28","NZ_QXNN01000019.1_28","NZ_QXNN01000019.1_28",1,"EcoKMcrA__EcoKMcrA","GCF_026233155.1","GCF_026233155.1"
"461","GCF_026233155.1_ASM2623315v1_genomic_plasmid_proteins_EcoKMcrA_2","EcoKMcrA","EcoKMcrA","Defense","NZ_QXNN01000019.1_28","NZ_QXNN01000019.1_28","NZ_QXNN01000019.1_28",1,"EcoKMcrA__EcoKMcrA","GCF_026233155.1","GCF_026233155.1"
"462","GCF_026233155.1_ASM2623315v1_genomic_plasmid_proteins_RM_Type_IV_4","RM","RM_Type_IV","Defense","NZ_QXNN01000019.1_28","NZ_QXNN01000019.1_28","NZ_QXNN01000019.1_28",1,"RM_Type_IV__Type_IV_05","GCF_026233155.1","GCF_026233155.1"
"463","GCF_026233155.1_ASM2623315v1_genomic_plasmid_proteins_RM_Type_IV_4","RM","RM_Type_IV","Defense","NZ_QXNN01000019.1_28","NZ_QXNN01000019.1_28","NZ_QXNN01000019.1_28",1,"RM_Type_IV__Type_IV_05","GCF_026233155.1","GCF_026233155.1"
"464","GCF_026233155.1_ASM2623315v1_genomic_plasmid_proteins_MazEF_3","MazEF","MazEF","Defense","NZ_QXNN01000020.1_9","NZ_QXNN01000020.1_10","NZ_QXNN01000020.1_9,NZ_QXNN01000020.1_10",2,"MazEF__MazE,MazEF__MazF","GCF_026233155.1","GCF_026233155.1"
"465","GCF_026233155.1_ASM2623315v1_genomic_plasmid_proteins_Aristaios_1","Aristaios","Aristaios","Defense","NZ_QXNN01000035.1_9","NZ_QXNN01000035.1_9","NZ_QXNN01000035.1_9",1,"Aristaios__Aristaios","GCF_026233155.1","GCF_026233155.1"
"466","GCF_026549085.1_ASM2654908v1_genomic_plasmid_proteins_RM_Type_II_5","RM","RM_Type_II","Defense","NZ_RQSB01000032.1_2","NZ_RQSB01000032.1_3","NZ_RQSB01000032.1_2,NZ_RQSB01000032.1_3",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase15","GCF_026549085.1","GCF_026549085.1"
"467","GCF_026549085.1_ASM2654908v1_genomic_plasmid_proteins_Lamassu_Cap4_2","Lamassu-Fam","Lamassu_Cap4","Defense","NZ_RQSB01000035.1_21","NZ_RQSB01000035.1_23","NZ_RQSB01000035.1_21,NZ_RQSB01000035.1_22,NZ_RQSB01000035.1_23",3,"Lamassu__LmuA_Cap4_III,Lamassu__LmuB_Long,Lamassu__LmuC_Clade_VII","GCF_026549085.1","GCF_026549085.1"
"468","GCF_026549085.1_ASM2654908v1_genomic_plasmid_proteins_PD-T7-2_3","PD-T7-2","PD-T7-2","Defense","NZ_RQSB01000038.1_2","NZ_RQSB01000038.1_3","NZ_RQSB01000038.1_2,NZ_RQSB01000038.1_3",2,"PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B","GCF_026549085.1","GCF_026549085.1"
"469","GCF_029967685.1_ASM2996768v1_genomic_plasmid_proteins_Azaca_2","Azaca","Azaca","Defense","NZ_JASCAQ010000054.1_1","NZ_JASCAQ010000054.1_3","NZ_JASCAQ010000054.1_1,NZ_JASCAQ010000054.1_2,NZ_JASCAQ010000054.1_3",3,"Azaca__ZacA,Azaca__ZacB,Azaca__ZacC","GCF_029967685.1","GCF_029967685.1"
"470","GCF_029967685.1_ASM2996768v1_genomic_plasmid_proteins_Detocs_5","Detocs","Detocs","Defense","NZ_JASCAQ010000054.1_60","NZ_JASCAQ010000054.1_62","NZ_JASCAQ010000054.1_60,NZ_JASCAQ010000054.1_61,NZ_JASCAQ010000054.1_62",3,"Detocs__dtcA,Detocs__dtcB,Detocs__dtcC","GCF_029967685.1","GCF_029967685.1"
"471","GCF_029967685.1_ASM2996768v1_genomic_plasmid_proteins_Gao_Tmn_9","Gao_Tmn","Gao_Tmn","Defense","NZ_JASCAQ010000036.1_59","NZ_JASCAQ010000036.1_59","NZ_JASCAQ010000036.1_59",1,"Gao_Tmn__TmnA","GCF_029967685.1","GCF_029967685.1"
"472","GCF_029967685.1_ASM2996768v1_genomic_plasmid_proteins_PD-T7-5_11","PD-T7-5","PD-T7-5","Defense","NZ_JASCAQ010000057.1_48","NZ_JASCAQ010000057.1_48","NZ_JASCAQ010000057.1_48",1,"PD-T7-5__PD-T7-5","GCF_029967685.1","GCF_029967685.1"
"473","GCF_029967685.1_ASM2996768v1_genomic_plasmid_proteins_RM_Type_II_13","RM","RM_Type_II","Defense","NZ_JASCAQ010000057.1_56","NZ_JASCAQ010000057.1_57","NZ_JASCAQ010000057.1_56,NZ_JASCAQ010000057.1_57",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_029967685.1","GCF_029967685.1"
"474","GCF_029967685.1_ASM2996768v1_genomic_plasmid_proteins_AbiD_1","AbiD","AbiD","Defense","NZ_JASCAQ010000057.1_66","NZ_JASCAQ010000057.1_66","NZ_JASCAQ010000057.1_66",1,"AbiD__AbiD","GCF_029967685.1","GCF_029967685.1"
"475","GCF_029967685.1_ASM2996768v1_genomic_plasmid_proteins_Mok_Hok_Sok_10","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JASCAQ010000047.1_31","NZ_JASCAQ010000047.1_31","NZ_JASCAQ010000047.1_31",1,"Mok_Hok_Sok__Mok","GCF_029967685.1","GCF_029967685.1"
"476","GCF_029967685.1_ASM2996768v1_genomic_plasmid_proteins_DS-33_4","DS-33","DS-33","Defense","NZ_JASCAQ010000048.1_24","NZ_JASCAQ010000048.1_24","NZ_JASCAQ010000048.1_24",1,"DS-33__DS-33","GCF_029967685.1","GCF_029967685.1"
"477","GCF_029967685.1_ASM2996768v1_genomic_plasmid_proteins_DS-24_3","DS-24","DS-24","Defense","NZ_JASCAQ010000048.1_27","NZ_JASCAQ010000048.1_27","NZ_JASCAQ010000048.1_27",1,"DS-24__DS-24","GCF_029967685.1","GCF_029967685.1"
"478","GCF_030433775.1_ASM3043377v1_genomic_plasmid_proteins_GAPS6_3","GAPS6","GAPS6","Defense","NZ_JARUWZ010000025.1_73","NZ_JARUWZ010000025.1_74","NZ_JARUWZ010000025.1_73,NZ_JARUWZ010000025.1_74",2,"GAPS6__GAPS6a,GAPS6__GAPS6b","GCF_030433775.1","GCF_030433775.1"
"479","GCF_030433775.1_ASM3043377v1_genomic_plasmid_proteins_Resolvase_Schlafen_4","Resolvase_Schlafen","Resolvase_Schlafen","Defense","NZ_JARUWZ010000002.1_28","NZ_JARUWZ010000002.1_28","NZ_JARUWZ010000002.1_28",1,"Resolvase_Schlafen__Resolvase_Schlafen","GCF_030433775.1","GCF_030433775.1"
"480","GCF_030433775.1_ASM3043377v1_genomic_plasmid_proteins_Avs18_1","Avs","Avs18","Defense","NZ_JARUWZ010000002.1_29","NZ_JARUWZ010000002.1_29","NZ_JARUWZ010000002.1_29",1,"Avs18__Avs18","GCF_030433775.1","GCF_030433775.1"
"481","GCF_030433775.1_ASM3043377v1_genomic_plasmid_proteins_Avs2_2","Avs","Avs2","Defense","NZ_JARUWZ010000002.1_30","NZ_JARUWZ010000002.1_30","NZ_JARUWZ010000002.1_30",1,"Avs2__Avs2","GCF_030433775.1","GCF_030433775.1"
"482","GCF_030433775.1_ASM3043377v1_genomic_plasmid_proteins_Thoeris_V_5","Thoeris","Thoeris_V","Defense","NZ_JARUWZ010000046.1_20","NZ_JARUWZ010000046.1_21","NZ_JARUWZ010000046.1_20,NZ_JARUWZ010000046.1_21",2,"Thoeris__ThsB_6,Thoeris__ThsF_DUF2270","GCF_030433775.1","GCF_030433775.1"
"483","GCF_030758455.1_ASM3075845v1_genomic_plasmid_proteins_GAPS1_3","GAPS1","GAPS1","Defense","NZ_CP132354.1_16","NZ_CP132354.1_16","NZ_CP132354.1_16",1,"GAPS1__GAPS1","GCF_030758455.1","GCF_030758455.1"
"484","GCF_030758455.1_ASM3075845v1_genomic_plasmid_proteins_MazEF_5","MazEF","MazEF","Defense","NZ_CP132354.1_61","NZ_CP132354.1_62","NZ_CP132354.1_61,NZ_CP132354.1_62",2,"MazEF__MazE,MazEF__MazF","GCF_030758455.1","GCF_030758455.1"
"485","GCF_030758455.1_ASM3075845v1_genomic_plasmid_proteins_RM_Type_IIG_7","RM","RM_Type_IIG","Defense","NZ_CP132354.1_112","NZ_CP132354.1_112","NZ_CP132354.1_112",1,"RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed","GCF_030758455.1","GCF_030758455.1"
"486","GCF_030758455.1_ASM3075845v1_genomic_plasmid_proteins_Gao_Qat_4","Gao_Qat","Gao_Qat","Defense","NZ_CP132354.1_178","NZ_CP132354.1_181","NZ_CP132354.1_178,NZ_CP132354.1_179,NZ_CP132354.1_180,NZ_CP132354.1_181",4,"Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD","GCF_030758455.1","GCF_030758455.1"
"487","GCF_030758455.1_ASM3075845v1_genomic_plasmid_proteins_DS-40_1","DS-40","DS-40","Defense","NZ_CP132355.1_50","NZ_CP132355.1_50","NZ_CP132355.1_50",1,"DS-40__DS-40","GCF_030758455.1","GCF_030758455.1"
"488","GCF_030758455.1_ASM3075845v1_genomic_plasmid_proteins_DS-45_2","DS-45","DS-45","Defense","NZ_CP132355.1_51","NZ_CP132355.1_51","NZ_CP132355.1_51",1,"DS-45__DS-45","GCF_030758455.1","GCF_030758455.1"
