"","seq_name","length","topology","coordinates","n_genes","genetic_code","virus_score","fdr","n_hallmarks","marker_enrichment","taxonomy","Genome"
"418","NZ_MAYS01000552.1",2107,"No","terminal","repeats",NA,3,11,0.9996,NA,"2","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"419","NZ_MAYS01000308.1",21706,"No","terminal","repeats",NA,24,11,0.9996,NA,"11","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"420","NZ_MAYS01000164.1",4366,"No","terminal","repeats",NA,6,11,0.9996,NA,"2","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"421","NZ_MAYS01000510.1",3380,"No","terminal","repeats",NA,9,11,0.9995,NA,"3","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"422","NZ_MAYS01000213.1",2992,"No","terminal","repeats",NA,8,11,0.9995,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"423","NZ_MAYS01000334.1|provirus_2979_23416",20438,"Provirus","2979-23416","28",11,0.9994,NA,10,40.3637,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"424","NZ_MAYS01000511.1",2852,"No","terminal","repeats",NA,6,11,0.9994,NA,"5","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"425","NZ_MAYS01000354.1",8777,"No","terminal","repeats",NA,13,11,0.9993,NA,"5","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"426","NZ_MAYS01000554.1",1242,"No","terminal","repeats",NA,2,11,0.9993,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"427","NZ_MAYS01000601.1",10152,"No","terminal","repeats",NA,25,11,0.9992,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"428","NZ_MAYS01000496.1",1765,"No","terminal","repeats",NA,4,11,0.9991,NA,"4","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"429","NZ_MAYS01000179.1",26214,"No","terminal","repeats",NA,42,11,0.9991,NA,"16","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"430","NZ_MAYS01000158.1",5365,"No","terminal","repeats",NA,7,11,0.999,NA,"2","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"431","NZ_MAYS01000592.1",3048,"No","terminal","repeats",NA,5,11,0.9989,NA,"4","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"432","NZ_MAYS01000214.1",8248,"No","terminal","repeats",NA,25,11,0.9989,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"433","NZ_MAYS01000368.1",8184,"No","terminal","repeats",NA,16,11,0.9987,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"434","NZ_MAYS01000362.1",2643,"No","terminal","repeats",NA,5,11,0.9987,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"435","NZ_MAYS01000401.1",3637,"No","terminal","repeats",NA,7,11,0.9987,NA,"3","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"436","NZ_MAYS01000219.1",5649,"No","terminal","repeats",NA,7,11,0.9985,NA,"4","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"437","NZ_MAYS01000229.1",5573,"No","terminal","repeats",NA,6,11,0.9985,NA,"3","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"438","NZ_MAYS01000296.1",5830,"No","terminal","repeats",NA,15,11,0.9984,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"439","NZ_MAYS01000432.1",2220,"No","terminal","repeats",NA,4,11,0.9982,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"440","NZ_MAYS01000370.1",1565,"No","terminal","repeats",NA,4,11,0.9981,NA,"2","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"441","NZ_MAYS01000599.1",4238,"No","terminal","repeats",NA,10,11,0.998,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"442","NZ_MAYS01000310.1",4805,"No","terminal","repeats",NA,9,11,0.9975,NA,"3","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"443","NZ_MAYS01000468.1",2862,"No","terminal","repeats",NA,3,11,0.9972,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"444","NZ_MAYS01000270.1",5952,"No","terminal","repeats",NA,6,11,0.9965,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"445","NZ_MAYS01000322.1",2130,"No","terminal","repeats",NA,3,11,0.9958,NA,"2","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"446","NZ_MAYS01000191.1",6016,"No","terminal","repeats",NA,8,11,0.9956,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"447","NZ_MAYS01000443.1",1686,"No","terminal","repeats",NA,3,11,0.9946,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"448","NZ_MAYS01000172.1|provirus_11_8677",8667,"Provirus","11-8677","15",11,0.9943,NA,1,10.9225,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"449","NZ_MAYS01000134.1",11984,"No","terminal","repeats",NA,16,11,0.9942,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"450","NZ_MAYS01000529.1",1471,"No","terminal","repeats",NA,2,11,0.994,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"451","NZ_MAYS01000481.1",1186,"No","terminal","repeats",NA,3,11,0.9911,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"452","NZ_MAYS01000597.1",1724,"No","terminal","repeats",NA,4,11,0.9869,NA,"2","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"453","NZ_MAYS01000058.1",3956,"No","terminal","repeats",NA,2,11,0.9861,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"454","NZ_MAYS01000200.1",3100,"No","terminal","repeats",NA,5,11,0.9693,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"455","NZ_MAYS01000388.1",3710,"No","terminal","repeats",NA,3,11,0.9437,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"456","NZ_MAYS01000036.1",4601,"No","terminal","repeats",NA,5,11,0.9139,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"457","NZ_MAYS01000148.1",1492,"No","terminal","repeats",NA,3,11,0.8987,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"458","NZ_MAYS01000453.1",4754,"No","terminal","repeats",NA,6,11,0.8941,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"459","NZ_MAYS01000442.1",2891,"No","terminal","repeats",NA,2,11,0.8924,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"460","NZ_MAYS01000457.1",2702,"No","terminal","repeats",NA,7,11,0.8713,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"461","NZ_MAYS01000371.1",2725,"No","terminal","repeats",NA,4,11,0.8624,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"462","NZ_MAYS01000593.1",1480,"No","terminal","repeats",NA,4,11,0.8542,NA,"1","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"463","NZ_MAYS01000478.1",2659,"No","terminal","repeats",NA,3,11,0.8169,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"464","NZ_MAYS01000174.1",3588,"No","terminal","repeats",NA,3,11,0.7356,NA,"0","GCF_001756855.1_ASM175685v1_genomic_summary/GCF_001756855.1_ASM175685v1_genomic_virus_summary.tsv"
"465","NZ_NQJL01000001.1|provirus_421395_437232",15838,"Provirus","421395-437232","20",11,0.993,NA,4,10.6764,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732125.1_ASM273212v1_genomic_summary/GCF_002732125.1_ASM273212v1_genomic_virus_summary.tsv"
"466","NZ_NQJN01000001.1|provirus_421714_437114",15401,"Provirus","421714-437114","20",11,0.9944,NA,4,10.6764,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732175.1_ASM273217v1_genomic_summary/GCF_002732175.1_ASM273217v1_genomic_virus_summary.tsv"
"467","NZ_NQJO01000001.1|provirus_421552_437388",15837,"Provirus","421552-437388","20",11,0.9914,NA,4,10.6764,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732205.1_ASM273220v1_genomic_summary/GCF_002732205.1_ASM273220v1_genomic_virus_summary.tsv"
"468","NZ_NQJQ01000074.1",453,"No","terminal","repeats",NA,1,11,0.9993,NA,"1","GCF_002732215.1_ASM273221v1_genomic_summary/GCF_002732215.1_ASM273221v1_genomic_virus_summary.tsv"
"469","NZ_NQJQ01000059.1|provirus_385_11847",11463,"Provirus","385-11847","14",11,0.9964,NA,4,7.2154,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732215.1_ASM273221v1_genomic_summary/GCF_002732215.1_ASM273221v1_genomic_virus_summary.tsv"
"470","NZ_NQJW01000006.1|provirus_385_11847",11463,"Provirus","385-11847","14",11,0.9964,NA,4,7.2154,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732245.1_ASM273224v1_genomic_summary/GCF_002732245.1_ASM273224v1_genomic_virus_summary.tsv"
"471","NZ_NQJR01000026.1|provirus_385_11847",11463,"Provirus","385-11847","14",11,0.9964,NA,4,7.2154,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732255.1_ASM273225v1_genomic_summary/GCF_002732255.1_ASM273225v1_genomic_virus_summary.tsv"
"472","NZ_NQJY01000020.1|provirus_24084_39893",15810,"Provirus","24084-39893","18",11,0.9941,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732285.1_ASM273228v1_genomic_summary/GCF_002732285.1_ASM273228v1_genomic_virus_summary.tsv"
"473","NZ_NQJY01000038.1",4182,"No","terminal","repeats",NA,5,11,0.7574,NA,"0","GCF_002732285.1_ASM273228v1_genomic_summary/GCF_002732285.1_ASM273228v1_genomic_virus_summary.tsv"
"474","NZ_NQKA01000024.1|provirus_24078_39915",15838,"Provirus","24078-39915","20",11,0.993,NA,4,10.6764,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732295.1_ASM273229v1_genomic_summary/GCF_002732295.1_ASM273229v1_genomic_virus_summary.tsv"
"475","NZ_NQKB01000030.1|provirus_24171_40008",15838,"Provirus","24171-40008","20",11,0.993,NA,4,10.6764,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732315.1_ASM273231v1_genomic_summary/GCF_002732315.1_ASM273231v1_genomic_virus_summary.tsv"
"476","NZ_NQKC01000048.1|provirus_1250323_1271018",20696,"Provirus","1250323-1271018","28",11,0.9985,NA,2,16.6621,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732335.1_ASM273233v1_genomic_summary/GCF_002732335.1_ASM273233v1_genomic_virus_summary.tsv"
"477","NZ_NQKC01000049.1|provirus_259_11712",11454,"Provirus","259-11712","13",11,0.9969,NA,4,7.2166,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732335.1_ASM273233v1_genomic_summary/GCF_002732335.1_ASM273233v1_genomic_virus_summary.tsv"
"478","NZ_NQJM01000001.1|provirus_421306_437141",15836,"Provirus","421306-437141","19",11,0.9926,NA,4,10.6764,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732365.1_ASM273236v1_genomic_summary/GCF_002732365.1_ASM273236v1_genomic_virus_summary.tsv"
"479","NZ_NQJP01000001.1|provirus_438309_454146",15838,"Provirus","438309-454146","20",11,0.9928,NA,4,10.6764,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732385.1_ASM273238v1_genomic_summary/GCF_002732385.1_ASM273238v1_genomic_virus_summary.tsv"
"480","NZ_NQJS01000083.1|provirus_385_11847",11463,"Provirus","385-11847","14",11,0.9964,NA,4,7.2154,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732405.1_ASM273240v1_genomic_summary/GCF_002732405.1_ASM273240v1_genomic_virus_summary.tsv"
"481","NZ_NQJT01000045.1|provirus_24084_39893",15810,"Provirus","24084-39893","18",11,0.9941,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732425.1_ASM273242v1_genomic_summary/GCF_002732425.1_ASM273242v1_genomic_virus_summary.tsv"
"482","NZ_NQJT01000039.1",4182,"No","terminal","repeats",NA,5,11,0.7712,NA,"0","GCF_002732425.1_ASM273242v1_genomic_summary/GCF_002732425.1_ASM273242v1_genomic_virus_summary.tsv"
"483","NZ_NQJV01000010.1|provirus_24078_39915",15838,"Provirus","24078-39915","20",11,0.9928,NA,4,10.6764,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732435.1_ASM273243v1_genomic_summary/GCF_002732435.1_ASM273243v1_genomic_virus_summary.tsv"
"484","NZ_NQJV01000001.1",4084,"No","terminal","repeats",NA,5,11,0.91,NA,"0","GCF_002732435.1_ASM273243v1_genomic_summary/GCF_002732435.1_ASM273243v1_genomic_virus_summary.tsv"
"485","NZ_NQJU01000045.1|provirus_24084_39894",15811,"Provirus","24084-39894","18",11,0.9935,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732445.1_ASM273244v1_genomic_summary/GCF_002732445.1_ASM273244v1_genomic_virus_summary.tsv"
"486","NZ_NQJU01000031.1",2915,"No","terminal","repeats",NA,3,11,0.9401,NA,"0","GCF_002732445.1_ASM273244v1_genomic_summary/GCF_002732445.1_ASM273244v1_genomic_virus_summary.tsv"
"487","NZ_NQJU01000046.1",3625,"No","terminal","repeats",NA,5,11,0.7922,NA,"0","GCF_002732445.1_ASM273244v1_genomic_summary/GCF_002732445.1_ASM273244v1_genomic_virus_summary.tsv"
"488","NZ_NQJX01000036.1|provirus_24005_39842",15838,"Provirus","24005-39842","20",11,0.9928,NA,4,10.6764,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732485.1_ASM273248v1_genomic_summary/GCF_002732485.1_ASM273248v1_genomic_virus_summary.tsv"
"489","NZ_NQJX01000023.1",4084,"No","terminal","repeats",NA,5,11,0.91,NA,"0","GCF_002732485.1_ASM273248v1_genomic_summary/GCF_002732485.1_ASM273248v1_genomic_virus_summary.tsv"
"490","NZ_NQJZ01000004.1|provirus_385_11847",11463,"Provirus","385-11847","14",11,0.9964,NA,4,7.2154,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002732505.1_ASM273250v1_genomic_summary/GCF_002732505.1_ASM273250v1_genomic_virus_summary.tsv"
"491","NZ_CP024970.1|provirus_340765_356575",15811,"Provirus","340765-356575","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002803865.1_ASM280386v1_genomic_summary/GCF_002803865.1_ASM280386v1_genomic_virus_summary.tsv"
"492","NZ_CP023567.1|provirus_1981186_2008850",27665,"Provirus","1981186-2008850","41",11,0.9995,NA,6,49.74,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002952315.1_ASM295231v1_genomic_summary/GCF_002952315.1_ASM295231v1_genomic_virus_summary.tsv"
"493","NZ_CP023567.1|provirus_1655623_1704747",49125,"Provirus","1655623-1704747","69",11,0.9994,NA,23,69.8612,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002952315.1_ASM295231v1_genomic_summary/GCF_002952315.1_ASM295231v1_genomic_virus_summary.tsv"
"494","NZ_CP023567.1|provirus_3909311_3923081",13771,"Provirus","3909311-3923081","18",11,0.9992,NA,0,14.2488,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002952315.1_ASM295231v1_genomic_summary/GCF_002952315.1_ASM295231v1_genomic_virus_summary.tsv"
"495","NZ_PDET01000022.1|provirus_2_41933",41932,"Provirus","2-41933","60",11,0.9997,NA,15,52.8865,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002976475.1_ASM297647v1_genomic_summary/GCF_002976475.1_ASM297647v1_genomic_virus_summary.tsv"
"496","NZ_PDET01000007.1|provirus_269312_292306",22995,"Provirus","269312-292306","30",11,0.9996,NA,16,39.3297,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002976475.1_ASM297647v1_genomic_summary/GCF_002976475.1_ASM297647v1_genomic_virus_summary.tsv"
"497","NZ_PDET01000029.1",57786,"No","terminal","repeats",NA,77,11,0.9996,NA,"28","GCF_002976475.1_ASM297647v1_genomic_summary/GCF_002976475.1_ASM297647v1_genomic_virus_summary.tsv"
"498","NZ_PDET01000052.1",872,"No","terminal","repeats",NA,2,11,0.9995,NA,"1","GCF_002976475.1_ASM297647v1_genomic_summary/GCF_002976475.1_ASM297647v1_genomic_virus_summary.tsv"
"499","NZ_PDET01000009.1|provirus_2_9002",9001,"Provirus","2-9002","9",11,0.9994,NA,6,10.0568,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002976475.1_ASM297647v1_genomic_summary/GCF_002976475.1_ASM297647v1_genomic_virus_summary.tsv"
"500","NZ_PDET01000036.1|provirus_2_11220",11219,"Provirus","2-11220","11",11,0.9994,NA,6,10.3881,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002976475.1_ASM297647v1_genomic_summary/GCF_002976475.1_ASM297647v1_genomic_virus_summary.tsv"
"501","NZ_PDET01000014.1|provirus_40818_105685",64868,"Provirus","40818-105685","75",11,0.9977,NA,15,66.0113,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_002976475.1_ASM297647v1_genomic_summary/GCF_002976475.1_ASM297647v1_genomic_virus_summary.tsv"
"502","NZ_LJAM02000129.1",5712,"No","terminal","repeats",NA,10,11,0.9998,NA,"0","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"503","NZ_LJAM02000007.1",34852,"No","terminal","repeats",NA,53,11,0.9998,NA,"10","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"504","NZ_LJAM02000006.1",36351,"No","terminal","repeats",NA,55,11,0.9998,NA,"13","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"505","NZ_LJAM02000370.1",2209,"No","terminal","repeats",NA,4,11,0.9997,NA,"2","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"506","NZ_LJAM02000013.1",18412,"No","terminal","repeats",NA,18,11,0.9997,NA,"4","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"507","NZ_LJAM02000151.1",5336,"No","terminal","repeats",NA,9,11,0.9997,NA,"3","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"508","NZ_LJAM02000005.1",38863,"No","terminal","repeats",NA,46,11,0.9997,NA,"10","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"509","NZ_LJAM02000053.1",10375,"No","terminal","repeats",NA,16,11,0.9997,NA,"7","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"510","NZ_LJAM02000009.1",22546,"No","terminal","repeats",NA,30,11,0.9997,NA,"18","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"511","NZ_LJAM02000284.1",3010,"No","terminal","repeats",NA,5,11,0.9996,NA,"1","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"512","NZ_LJAM02000257.1",3284,"No","terminal","repeats",NA,3,11,0.9996,NA,"2","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"513","NZ_LJAM02000011.1",21805,"No","terminal","repeats",NA,25,11,0.9996,NA,"12","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"514","NZ_LJAM02000444.1",1780,"No","terminal","repeats",NA,5,11,0.9996,NA,"1","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"515","NZ_LJAM02000696.1",839,"No","terminal","repeats",NA,2,11,0.9996,NA,"2","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"516","NZ_LJAM02000256.1",3303,"No","terminal","repeats",NA,5,11,0.9996,NA,"1","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"517","NZ_LJAM02000302.1",2862,"No","terminal","repeats",NA,4,11,0.9995,NA,"4","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"518","NZ_LJAM02000672.1",875,"No","terminal","repeats",NA,2,11,0.9995,NA,"2","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"519","NZ_LJAM02000008.1|provirus_2718_23134",20417,"Provirus","2718-23134","28",11,0.9995,NA,10,40.3637,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
"520","NZ_LJAM02000086.1",7222,"No","terminal","repeats",NA,9,11,0.9994,NA,"3","GCF_003058285.1_ASM305828v2_genomic_summary/GCF_003058285.1_ASM305828v2_genomic_virus_summary.tsv"
